Genome	Aliphatic_amine	npAA	Aromatic	SCFA	SCFA-other	Other	E-MGC	Putative
Pame_bac_bin227	1	0	0	6	0	0	2	0
Pame_bac_bin362	0	0	0	0	0	0	1	0
Pful_bac_bin381	0	0	0	4	0	0	2	1
Esin_bac_bin423	1	0	0	1	0	1	1	1
Pame_bac_bin229	1	0	0	4	0	0	2	1
Pful_bac_bin070	1	0	0	2	0	0	1	4
Esin_bac_bin099	0	1	0	2	0	1	1	2
Pame_bac_bin402	0	0	0	0	0	0	1	1
Pame_bac_bin215	0	0	0	0	0	0	1	1
Bger_bac_bin160	0	0	0	2	0	0	0	2
Esin_bac_bin383	1	0	0	0	0	0	1	0
Pame_bac_bin411	0	0	0	0	0	0	0	1
Pame_bac_bin335	0	0	0	3	0	0	1	6
Bger_bac_bin196	1	0	0	1	0	0	2	1
Pful_bac_bin090	0	0	0	1	0	1	1	6
Pame_bac_bin185	0	0	0	2	0	0	1	1
Pame_bac_bin053	0	0	0	2	0	2	1	1
Pame_bac_bin054	0	0	0	1	0	1	0	1
Esin_bac_bin022	0	0	0	1	0	0	0	3
Bger_bac_bin010	1	0	0	4	0	0	2	1
Esin_bac_bin369	0	0	0	0	0	0	0	0
Pful_bac_bin190	0	0	0	2	0	0	2	1
Bger_bac_bin098	0	0	0	1	0	0	0	1
Pful_bac_bin212	0	0	0	4	0	0	2	2
Esin_bac_bin189	0	0	0	0	0	0	0	0
Esin_bac_bin362	0	0	0	4	0	0	1	1
Esin_bac_bin388	0	0	0	1	0	1	0	1
Esin_bac_bin161	0	0	0	1	0	0	1	3
Pame_bac_bin412	0	0	0	0	0	1	1	1
Bger_bac_bin059	0	0	0	4	0	0	3	3
Pful_bac_bin191	1	0	0	5	0	0	0	1
Pame_bac_bin393	1	0	0	2	1	1	2	2
Esin_bac_bin217	0	0	0	1	0	1	1	1
Esin_bac_bin057	0	0	0	1	0	0	0	0
Pame_bac_bin357	1	0	0	0	0	0	1	2
Pame_bac_bin031	0	0	0	0	1	1	0	0
Pful_bac_bin218	0	0	0	3	0	0	0	1
Pame_bac_bin160	0	0	0	0	0	0	0	0
Pame_bac_bin228	1	0	0	5	0	0	2	0
Pame_bac_bin052	0	0	0	2	0	2	1	1
Pful_bac_bin002	0	0	0	3	0	0	2	3
Pful_bac_bin440	0	0	0	0	0	0	0	1
Pame_bac_bin138	1	0	0	0	0	1	0	0
Esin_bac_bin006	0	0	0	0	0	0	0	2
Pame_bac_bin291	0	0	0	3	0	0	1	2
Pame_bac_bin056	0	0	1	1	0	0	1	1
Pful_bac_bin025	0	0	0	3	0	0	0	0
Pful_bac_bin247	1	0	0	1	0	0	1	4
Esin_bac_bin366	1	0	0	0	0	0	1	1
Esin_bac_bin431	0	0	0	0	1	0	0	1
Esin_bac_bin100	0	0	0	2	0	0	0	2
Pame_bac_bin223	1	0	0	6	0	0	0	1
Pame_bac_bin245	0	0	0	3	0	0	2	3
Bger_bac_bin069	0	0	0	3	0	1	2	1
Pame_bac_bin293	1	0	0	4	0	0	2	3
Esin_bac_bin186	0	0	0	1	0	1	0	0
Esin_bac_bin133	0	0	0	0	0	1	0	3
Esin_bac_bin412	0	0	0	0	0	0	0	0
Pame_bac_bin180	0	0	0	3	0	0	1	0
Esin_bac_bin280	0	0	0	5	0	0	1	2
Bger_bac_bin193	0	0	0	1	0	0	1	0
Pame_bac_bin262	0	0	0	4	0	0	1	2
Pful_bac_bin333	0	0	0	2	0	0	1	4
Pame_bac_bin373	0	0	0	0	0	1	0	0
Esin_bac_bin244	0	0	0	3	0	0	1	3
Esin_bac_bin007	0	0	0	1	0	0	0	3
Esin_bac_bin163	1	0	0	1	0	0	1	5
Pame_bac_bin102	0	0	1	1	0	0	0	2
Pame_bac_bin011	1	0	0	1	0	0	0	1
Esin_bac_bin240	0	0	0	3	0	0	2	0
Pful_bac_bin269	0	0	0	4	0	0	1	1
Bger_bac_bin123	1	0	0	5	0	1	0	2
Pful_bac_bin046	1	0	0	1	0	1	1	1
Esin_bac_bin427	1	0	0	2	1	1	2	3
Esin_bac_bin071	0	0	1	3	0	1	0	4
Bger_bac_bin145	1	0	0	4	0	0	1	3
Pful_bac_bin375	1	0	0	3	0	0	0	1
Pful_bac_bin427	0	0	0	1	0	0	0	0
Esin_bac_bin176	1	0	0	3	0	0	0	1
Bger_bac_bin039	0	0	0	0	0	1	0	2
Pful_bac_bin372	1	0	0	0	0	0	0	1
Pful_bac_bin488	0	0	0	2	0	1	0	0
Esin_bac_bin426	0	0	0	1	0	0	0	3
Esin_bac_bin170	1	0	1	1	0	1	0	2
Bger_bac_bin009	0	0	0	1	0	0	2	1
Pful_bac_bin005	0	0	0	0	0	1	2	4
Pful_bac_bin159	1	0	0	0	0	0	0	2
Bger_bac_bin138	0	0	0	4	0	0	1	4
Bger_bac_bin004	0	0	0	5	0	3	0	4
Esin_bac_bin245	1	0	0	3	0	0	1	2
Pful_bac_bin457	0	0	0	0	0	0	0	0
Pame_bac_bin233	0	0	0	3	0	0	2	2
Pame_bac_bin140	1	0	0	2	0	1	1	5
Pful_bac_bin147	0	0	1	0	0	0	0	0
Pful_bac_bin042	1	1	0	3	1	2	1	9
Pful_bac_bin129	1	0	0	4	0	1	2	4
Pful_bac_bin470	0	0	0	1	0	0	1	2
Pful_bac_bin276	1	0	0	2	0	0	0	4
Pame_bac_bin220	0	0	0	4	0	0	3	1
Esin_bac_bin119	0	0	0	0	0	1	0	3
Pful_bac_bin105	0	0	0	1	0	0	0	2
Pful_bac_bin463	0	0	0	0	0	0	0	0
Pful_bac_bin398	0	0	3	4	0	0	2	5
Pame_bac_bin204	0	0	0	4	0	0	1	2
Pame_bac_bin062	1	0	0	1	0	0	0	0
Pame_bac_bin346	0	0	0	1	1	0	0	1
Pame_bac_bin155	0	0	0	0	0	0	0	0
Pful_bac_bin118	0	0	0	1	0	1	0	3
Pful_bac_bin455	0	0	0	0	0	0	0	0
Bger_bac_bin119	1	0	0	3	0	0	1	3
Pful_bac_bin320	0	0	0	2	0	1	1	4
Pame_bac_bin251	1	0	0	5	0	0	0	0
Pful_bac_bin144	0	0	0	1	0	0	0	1
Pame_bac_bin356	1	0	0	0	0	0	0	4
Esin_bac_bin317	0	0	0	4	0	1	1	2
Pful_bac_bin221	0	0	0	2	0	0	2	1
Pame_bac_bin378	0	0	0	0	0	1	0	0
Pful_bac_bin406	0	0	0	2	1	0	0	1
Pful_bac_bin250	0	0	0	1	0	0	0	1
Esin_bac_bin083	1	0	0	2	0	0	2	1
Esin_bac_bin332	0	0	0	4	0	0	1	1
Pame_bac_bin187	1	0	0	4	0	0	2	1
Pame_bac_bin298	0	0	0	5	0	0	1	1
Pful_bac_bin017	0	0	0	3	0	1	2	2
Bger_bac_bin065	0	0	0	5	0	0	3	1
Pame_bac_bin112	0	0	0	0	0	2	0	1
Pful_bac_bin245	1	0	0	2	0	0	2	4
Pful_bac_bin426	0	0	0	0	0	0	0	0
Pame_bac_bin051	0	0	0	0	0	2	1	1
Esin_bac_bin409	0	0	0	0	0	0	1	1
Esin_bac_bin138	0	0	0	3	0	0	1	3
Pame_bac_bin276	0	0	0	4	0	0	1	3
Esin_bac_bin271	0	0	0	4	0	0	3	2
Bger_bac_bin189	1	0	1	3	0	1	0	3
Pful_bac_bin019	0	0	0	0	0	1	1	1
Esin_bac_bin248	0	0	0	4	0	0	1	1
Esin_bac_bin310	1	0	0	2	0	0	1	2
Pame_bac_bin092	2	0	0	0	0	0	0	0
Esin_bac_bin430	1	0	0	0	0	0	0	0
Esin_bac_bin365	0	0	0	0	0	0	0	1
Esin_bac_bin418	0	0	0	0	0	0	0	0
Pful_bac_bin306	1	0	0	3	0	0	1	2
Bger_bac_bin195	0	0	1	1	0	2	1	5
Esin_bac_bin443	0	0	0	0	0	0	0	0
Bger_bac_bin040	0	0	1	0	0	0	1	0
Pame_bac_bin219	0	0	0	1	0	0	2	1
Pful_bac_bin040	0	0	0	3	0	0	1	3
Esin_bac_bin333	0	0	0	3	0	0	1	2
Pful_bac_bin462	0	0	0	2	0	0	0	1
Bger_bac_bin211	1	0	1	4	2	3	5	6
Esin_bac_bin353	0	0	0	1	0	0	1	2
Pful_bac_bin216	0	0	0	4	0	0	2	2
Pame_bac_bin408	1	0	0	2	0	0	1	0
Pame_bac_bin194	0	0	0	5	0	0	2	1
Esin_bac_bin064	0	0	0	0	0	0	0	0
Esin_bac_bin302	0	0	0	3	0	0	1	1
Pful_bac_bin187	0	0	0	3	0	1	1	1
Pful_bac_bin354	0	0	0	3	0	0	1	3
Pful_bac_bin433	0	0	0	0	0	0	0	0
Bger_bac_bin083	0	0	0	2	0	0	2	2
Esin_bac_bin040	0	0	0	3	0	1	1	0
Pful_bac_bin178	0	0	0	1	0	0	0	0
Pame_bac_bin126	0	0	0	2	0	0	1	1
Esin_bac_bin315	1	0	0	2	0	0	1	3
Pful_bac_bin156	1	0	0	3	0	0	1	3
Bger_bac_bin086	1	0	0	4	0	0	2	4
Esin_bac_bin276	0	0	0	5	0	0	1	1
Pame_bac_bin088	0	0	0	1	0	1	0	0
Pame_bac_bin046	0	0	0	0	0	0	1	1
Pful_bac_bin013	0	0	0	2	0	1	2	2
Esin_bac_bin370	1	0	0	0	0	1	0	1
Pame_bac_bin368	0	0	0	0	0	0	0	0
Pame_bac_bin313	0	0	0	1	0	0	1	1
Pame_bac_bin395	0	0	0	2	0	0	1	4
Pful_bac_bin016	0	0	0	3	0	2	1	0
Pful_bac_bin193	0	0	0	0	0	0	0	0
Esin_bac_bin348	0	0	0	4	0	0	1	1
Pful_bac_bin230	0	0	0	4	0	1	2	3
Bger_bac_bin202	0	0	0	1	0	0	1	0
Esin_bac_bin378	0	0	1	0	0	0	1	2
Esin_bac_bin334	0	0	0	0	0	0	1	3
Esin_bac_bin411	0	0	0	0	0	0	0	0
Pame_bac_bin374	0	0	0	1	0	1	0	1
Esin_bac_bin038	0	0	0	0	0	1	0	1
Esin_bac_bin004	0	0	0	1	0	2	1	4
Pame_bac_bin236	0	0	0	4	0	0	1	1
Pful_bac_bin096	0	0	0	1	0	0	1	1
Pful_bac_bin464	0	0	0	0	0	0	0	0
Esin_bac_bin070	0	0	0	3	0	0	1	2
Pful_bac_bin101	0	0	1	0	0	0	0	2
Pame_bac_bin023	0	0	0	0	0	0	0	0
Esin_bac_bin241	0	0	0	2	0	0	1	1
Bger_bac_bin163	0	0	0	1	0	0	1	4
Pame_bac_bin183	0	0	0	2	0	0	2	2
Esin_bac_bin012	0	0	0	0	0	0	3	2
Pame_bac_bin154	0	0	0	1	0	0	1	0
Esin_bac_bin158	2	0	0	0	0	0	1	2
Pful_bac_bin491	0	0	0	1	0	1	0	1
Bger_bac_bin186	1	0	1	0	0	0	1	1
Bger_bac_bin063	0	0	0	4	0	0	2	2
Pful_bac_bin047	0	1	0	3	0	0	1	2
Esin_bac_bin069	0	0	0	0	0	0	0	3
Pful_bac_bin286	0	0	0	0	0	0	1	1
Pame_bac_bin390	1	0	0	2	0	0	0	0
Pame_bac_bin004	0	0	0	1	0	2	7	4
Pful_bac_bin048	0	0	0	2	0	0	1	1
Bger_bac_bin177	0	0	0	3	1	1	1	1
Pame_bac_bin404	0	0	0	0	0	0	0	0
Esin_bac_bin393	0	0	0	0	0	0	0	0
Pful_bac_bin045	0	0	0	3	0	0	1	1
Esin_bac_bin374	1	0	0	0	0	0	0	0
Pful_bac_bin422	0	0	0	1	0	0	0	0
Esin_bac_bin101	1	0	0	1	0	0	1	1
Pful_bac_bin483	3	0	0	1	0	0	0	4
Esin_bac_bin320	1	0	0	3	0	0	0	1
Esin_bac_bin316	0	0	0	2	0	0	1	2
Pame_bac_bin171	0	0	0	2	0	0	1	1
Pame_bac_bin050	0	0	0	1	0	0	1	2
Esin_bac_bin196	0	0	0	0	0	0	0	0
Pful_bac_bin392	0	0	0	1	1	0	4	3
Pame_bac_bin241	0	0	0	4	0	0	0	1
Bger_bac_bin157	0	0	0	1	1	0	1	5
Pame_bac_bin300	0	0	0	5	0	0	0	1
Esin_bac_bin234	0	0	0	1	0	0	0	0
Pful_bac_bin454	0	0	0	1	0	0	1	1
Esin_bac_bin406	0	0	0	2	0	0	0	1
Pame_bac_bin375	1	0	0	0	0	1	0	0
Esin_bac_bin397	0	0	0	1	0	0	1	1
Esin_bac_bin206	1	0	0	1	0	0	0	0
Pful_bac_bin121	1	0	0	2	0	1	1	4
Bger_bac_bin200	0	0	0	1	0	0	0	1
Pful_bac_bin260	0	0	0	3	0	0	2	3
Pful_bac_bin393	0	0	0	1	0	0	3	1
Esin_bac_bin104	0	0	0	0	0	0	1	4
Pful_bac_bin204	0	0	0	1	0	0	4	2
Bger_bac_bin161	0	0	0	3	0	0	2	7
Pful_bac_bin200	0	0	0	5	0	0	2	3
Pame_bac_bin382	0	0	0	0	0	0	0	0
Pame_bac_bin064	1	0	0	0	0	0	1	1
Esin_bac_bin451	1	0	0	1	0	1	0	1
Pame_bac_bin324	2	0	0	2	0	0	0	1
Pame_bac_bin332	0	0	0	1	0	0	2	6
Esin_bac_bin425	0	0	0	0	0	0	0	0
Pful_bac_bin065	0	0	0	5	0	0	0	4
Pful_bac_bin467	0	0	0	0	0	0	0	0
Pful_bac_bin229	0	0	0	1	0	0	0	4
Bger_bac_bin201	0	0	0	1	0	0	1	1
Pful_bac_bin336	0	0	0	5	0	0	1	1
Esin_bac_bin405	0	0	0	1	0	0	1	0
Pful_bac_bin195	1	0	0	3	0	1	1	2
Pame_bac_bin136	1	0	0	1	0	1	1	0
Bger_bac_bin105	1	0	0	3	0	0	2	1
Pful_bac_bin446	0	0	0	1	1	0	1	2
Pame_bac_bin197	0	0	0	4	0	0	2	3
Esin_bac_bin386	0	0	0	3	0	0	1	0
Pame_bac_bin413	0	0	0	2	0	0	1	1
Pful_bac_bin460	0	0	0	0	0	0	0	0
Pful_bac_bin376	1	0	0	0	0	0	0	1
Pame_bac_bin306	0	0	0	4	0	0	1	2
Esin_bac_bin188	0	0	0	2	1	1	1	1
Esin_bac_bin449	0	0	0	3	0	1	0	1
Bger_bac_bin158	1	0	2	4	0	0	1	5
Bger_bac_bin053	0	0	0	5	0	0	1	3
Esin_bac_bin192	0	0	1	0	0	0	0	1
Pful_bac_bin349	0	0	0	3	0	1	2	4
Pful_bac_bin141	0	0	0	0	0	2	0	1
Pame_bac_bin224	0	0	0	2	0	0	0	0
Pame_bac_bin174	0	0	0	3	0	0	1	2
Pame_bac_bin178	0	0	0	1	0	0	1	2
Esin_bac_bin045	0	0	0	2	0	1	1	3
Pame_bac_bin383	0	0	0	0	0	0	0	0
Pame_bac_bin090	0	0	0	2	0	0	1	1
Bger_bac_bin073	0	0	0	4	0	0	2	2
Pame_bac_bin209	0	0	0	4	0	0	3	3
Pful_bac_bin168	0	0	1	0	0	0	0	2
Pful_bac_bin227	0	0	0	2	0	2	2	4
Pame_bac_bin166	0	0	0	2	0	0	0	1
Pame_bac_bin222	0	0	0	3	0	0	0	2
Pame_bac_bin389	0	0	0	1	0	0	1	2
Esin_bac_bin164	1	0	0	1	0	0	1	1
Bger_bac_bin206	0	0	0	0	0	0	0	0
Pful_bac_bin279	1	0	0	3	0	0	0	3
Pful_bac_bin174	0	0	0	0	0	1	0	1
Esin_bac_bin074	2	0	0	2	0	0	1	4
Esin_bac_bin135	1	0	0	0	0	1	2	4
Esin_bac_bin329	0	0	0	2	0	0	1	0
Pame_bac_bin309	0	0	0	4	0	0	2	3
Pame_bac_bin143	0	0	0	1	0	1	1	0
Esin_bac_bin343	2	0	0	3	0	0	1	3
Pame_bac_bin163	0	0	0	3	0	0	2	3
Pful_bac_bin274	1	0	0	2	0	0	1	3
Pful_bac_bin252	0	0	0	5	0	0	2	1
Pful_bac_bin093	0	0	0	0	0	1	1	5
Esin_bac_bin051	0	0	0	0	0	0	2	0
Pame_bac_bin360	2	0	0	0	0	0	0	0
Pame_bac_bin188	0	0	0	5	0	0	2	2
Bger_bac_bin064	0	0	0	4	0	0	2	2
Pame_bac_bin264	0	0	0	2	0	0	1	2
Esin_bac_bin327	0	0	0	2	0	0	2	2
Pame_bac_bin108	0	0	0	0	0	0	1	0
Esin_bac_bin097	0	0	0	1	0	0	1	2
Pame_bac_bin289	0	0	0	4	0	0	0	3
Pame_bac_bin103	0	0	0	1	1	1	1	1
Bger_bac_bin129	1	0	0	3	0	0	1	4
Bger_bac_bin124	1	0	0	3	0	0	0	3
Pame_bac_bin307	0	0	0	3	0	0	0	5
Esin_bac_bin054	0	0	0	1	0	0	0	3
Pame_bac_bin410	0	0	0	0	0	0	0	1
Esin_bac_bin016	0	0	0	2	0	1	1	0
Esin_bac_bin043	0	0	0	1	0	1	1	1
Bger_bac_bin214	1	0	0	0	0	0	0	0
Pful_bac_bin293	1	0	0	3	0	0	2	2
Bger_bac_bin130	1	0	0	4	0	0	1	1
Pame_bac_bin049	0	0	0	0	0	1	1	0
Bger_bac_bin188	0	0	0	1	0	1	1	3
Esin_bac_bin042	0	0	0	2	0	1	1	1
Pful_bac_bin405	0	0	0	4	0	0	0	2
Esin_bac_bin356	0	0	0	3	0	0	1	3
Pame_bac_bin328	1	0	0	2	0	0	1	6
Pful_bac_bin448	0	0	0	1	0	0	1	1
Esin_bac_bin274	0	0	0	4	0	0	0	0
Bger_bac_bin032	0	0	0	2	0	0	0	0
Pful_bac_bin456	0	0	0	0	0	0	0	0
Bger_bac_bin184	0	0	1	1	0	0	1	2
Esin_bac_bin277	0	0	0	4	0	0	1	2
Pame_bac_bin315	0	0	0	0	0	0	1	0
Pful_bac_bin278	1	0	0	1	0	0	0	2
Pful_bac_bin234	0	0	0	2	0	1	1	1
Esin_bac_bin094	1	0	0	2	0	0	1	1
Pful_bac_bin334	0	0	0	3	0	1	1	1
Pame_bac_bin294	0	0	0	5	0	1	2	3
Esin_bac_bin212	0	0	0	0	0	0	0	0
Bger_bac_bin049	0	0	0	2	0	0	2	2
Pame_bac_bin337	0	0	0	4	0	0	4	4
Pful_bac_bin112	0	0	0	0	0	0	0	2
Bger_bac_bin128	1	0	0	2	0	0	1	2
Pful_bac_bin015	0	0	0	2	0	1	2	1
Esin_bac_bin389	0	0	0	0	0	0	0	0
Bger_bac_bin115	1	0	0	4	0	0	1	3
Pful_bac_bin340	0	0	0	5	0	0	2	3
Pful_bac_bin080	0	0	0	1	0	2	1	1
Pful_bac_bin347	0	0	0	4	0	0	2	2
Bger_bac_bin084	0	0	0	2	0	1	4	3
Pful_bac_bin109	0	0	0	0	1	0	0	0
Esin_bac_bin092	0	0	0	2	0	0	1	1
Esin_bac_bin121	2	0	0	2	0	0	1	1
Esin_bac_bin155	1	0	0	2	0	0	1	3
Pful_bac_bin362	0	0	0	3	0	0	1	3
Pful_bac_bin418	1	0	0	0	0	0	0	2
Pame_bac_bin347	0	0	0	2	0	0	0	0
Pful_bac_bin201	1	0	0	4	0	0	0	5
Esin_bac_bin126	0	0	0	0	0	0	0	0
Pful_bac_bin282	0	0	0	0	0	0	0	0
Pful_bac_bin074	1	0	0	4	0	0	1	2
Esin_bac_bin102	0	0	0	1	0	0	1	2
Pame_bac_bin191	0	0	0	5	0	0	2	2
Pame_bac_bin363	1	0	0	3	0	0	0	2
Esin_bac_bin112	0	0	0	1	0	0	0	0
Pful_bac_bin401	1	0	0	2	1	1	2	4
Esin_bac_bin446	1	0	0	1	0	0	2	1
Pful_bac_bin267	0	0	0	5	0	0	2	0
Pame_bac_bin039	0	0	0	1	0	1	0	0
Pful_bac_bin189	1	0	0	2	0	0	2	1
Bger_bac_bin191	1	0	0	0	1	0	1	5
Bger_bac_bin042	1	0	1	7	1	1	1	6
Pame_bac_bin043	0	0	0	2	0	1	1	3
Pful_bac_bin148	0	0	0	0	0	1	0	0
Esin_bac_bin306	0	0	0	1	0	1	0	0
Pame_bac_bin133	0	0	0	2	0	0	0	2
Esin_bac_bin106	0	0	0	0	1	1	1	1
Bger_bac_bin199	0	0	0	2	0	0	1	1
Pame_bac_bin338	0	0	0	2	0	0	3	4
Esin_bac_bin187	0	0	1	1	0	0	1	3
Pame_bac_bin107	0	0	0	1	0	1	2	2
Pame_bac_bin336	0	0	0	4	0	0	1	7
Pame_bac_bin131	0	0	0	1	0	1	0	1
Esin_bac_bin060	0	0	0	3	0	0	1	3
Pame_bac_bin271	0	0	0	5	0	0	1	0
Pful_bac_bin280	2	0	0	3	0	0	1	3
Pful_bac_bin318	0	0	0	5	0	0	0	3
Esin_bac_bin116	0	0	0	0	0	0	0	0
Pame_bac_bin006	0	0	0	0	0	0	4	3
Esin_bac_bin127	0	0	1	2	0	0	1	1
Pful_bac_bin475	0	0	0	4	1	1	7	5
Pful_bac_bin184	0	0	0	1	0	0	2	3
Pful_bac_bin395	0	0	1	4	0	0	1	3
Pful_bac_bin124	0	0	0	0	0	0	2	2
Pful_bac_bin170	0	0	0	1	0	0	1	1
Esin_bac_bin239	0	0	0	2	0	0	0	1
Esin_bac_bin087	0	0	0	0	0	0	1	3
Esin_bac_bin003	0	0	0	1	0	0	1	2
Pame_bac_bin111	0	0	0	1	0	0	1	2
Pame_bac_bin388	1	0	0	1	0	0	0	0
Esin_bac_bin143	0	0	0	1	0	0	0	0
Esin_bac_bin117	0	0	0	2	0	0	1	2
Esin_bac_bin194	0	0	0	0	0	0	0	0
Pful_bac_bin164	0	0	0	0	0	0	0	3
Pful_bac_bin119	0	0	0	1	0	0	1	1
Esin_bac_bin091	0	0	0	0	0	0	1	0
Pame_bac_bin312	0	0	2	1	0	0	0	1
Pful_bac_bin360	0	0	0	3	0	0	1	1
Esin_bac_bin180	1	0	0	2	0	0	1	4
Pful_bac_bin451	0	0	0	2	0	0	1	0
Bger_bac_bin046	0	0	0	1	0	0	0	0
Bger_bac_bin117	0	0	0	6	0	0	1	2
Pame_bac_bin130	0	0	0	4	0	1	0	1
Esin_bac_bin214	0	0	0	1	0	0	0	0
Pful_bac_bin155	1	0	3	2	0	0	1	2
Pful_bac_bin453	0	0	0	1	0	0	1	1
Esin_bac_bin216	0	0	0	1	0	0	0	2
Esin_bac_bin049	0	0	0	0	0	0	0	1
Pame_bac_bin416	1	0	0	4	0	1	0	2
Esin_bac_bin254	0	0	0	3	0	0	1	2
Bger_bac_bin159	0	0	0	5	0	0	1	5
Pful_bac_bin142	0	0	0	1	0	0	1	0
Pful_bac_bin452	0	0	0	1	0	0	1	0
Pful_bac_bin166	0	0	0	1	0	0	0	2
Bger_bac_bin103	1	0	0	2	0	0	2	2
Pame_bac_bin392	0	0	0	2	0	0	3	2
Pame_bac_bin079	1	0	0	2	0	0	1	2
Pful_bac_bin273	1	0	0	4	0	0	0	1
Esin_bac_bin014	0	0	0	0	0	1	1	2
Pful_bac_bin251	0	0	0	4	0	0	2	2
Bger_bac_bin017	0	0	1	3	0	0	0	1
Pful_bac_bin384	1	0	0	3	0	0	1	7
Pful_bac_bin355	0	0	0	2	0	0	2	3
Pful_bac_bin231	0	0	0	3	0	0	1	3
Pame_bac_bin310	0	0	0	1	0	0	1	1
Pful_bac_bin064	0	0	1	5	0	0	0	3
Pame_bac_bin305	0	0	0	1	0	0	1	0
Pful_bac_bin322	0	0	0	3	0	0	1	3
Esin_bac_bin347	0	0	0	5	0	0	0	2
Pful_bac_bin169	0	0	0	1	0	0	0	2
Pame_bac_bin082	2	0	0	1	0	0	0	1
Bger_bac_bin055	0	0	0	1	0	0	2	0
Pame_bac_bin075	0	0	0	0	0	0	0	2
Esin_bac_bin122	0	0	0	1	0	1	0	0
Pful_bac_bin408	0	0	0	3	0	0	4	5
Bger_bac_bin080	0	0	0	3	0	0	2	2
Pful_bac_bin343	0	0	0	4	0	0	1	4
Esin_bac_bin200	0	0	1	0	0	0	0	3
Pame_bac_bin272	0	0	0	3	0	0	1	2
Pful_bac_bin028	0	0	0	0	0	0	1	1
Bger_bac_bin091	0	0	0	4	0	0	1	1
Pful_bac_bin054	1	0	0	2	0	0	0	2
Pame_bac_bin407	0	0	0	0	0	0	1	0
Esin_bac_bin414	0	0	0	0	0	0	0	0
Pame_bac_bin151	0	0	0	1	0	1	1	1
Esin_bac_bin108	1	0	0	0	0	0	1	0
Esin_bac_bin432	0	0	0	1	0	0	0	1
Pful_bac_bin057	0	1	0	3	0	0	0	3
Pful_bac_bin388	1	0	0	3	0	0	2	1
Bger_bac_bin192	1	0	0	2	1	0	1	1
Esin_bac_bin341	0	0	0	1	0	0	0	2
Bger_bac_bin125	1	0	0	1	0	0	1	2
Bger_bac_bin111	0	0	0	2	0	0	0	3
Pful_bac_bin373	0	0	0	2	0	0	1	2
Bger_bac_bin023	1	0	1	4	0	1	1	8
Pame_bac_bin167	0	0	0	1	0	0	0	1
Pful_bac_bin162	0	0	0	0	0	0	0	4
Esin_bac_bin198	0	0	0	0	0	0	0	1
Pame_bac_bin400	0	1	0	0	0	0	0	0
Pful_bac_bin328	0	0	0	3	0	0	1	2
Bger_bac_bin210	1	0	0	1	0	1	6	2
Esin_bac_bin235	0	0	0	1	0	0	0	1
Bger_bac_bin126	0	0	0	4	0	0	1	2
Bger_bac_bin043	0	0	1	1	0	0	0	1
Esin_bac_bin335	0	0	0	3	0	0	0	0
Esin_bac_bin398	0	0	0	0	0	1	1	1
Bger_bac_bin109	1	0	0	2	0	0	1	4
Esin_bac_bin387	0	0	0	3	0	0	1	0
Pame_bac_bin348	0	0	1	3	2	0	5	3
Bger_bac_bin021	0	0	1	5	0	1	1	7
Pame_bac_bin323	1	0	0	3	0	0	0	1
Bger_bac_bin056	0	0	0	5	0	0	2	1
Pame_bac_bin265	0	0	0	3	0	0	0	1
Bger_bac_bin018	0	0	0	5	1	0	1	9
Pful_bac_bin097	0	0	1	0	0	0	1	3
Bger_bac_bin106	1	0	0	3	0	0	0	4
Pful_bac_bin268	0	0	0	4	0	0	1	3
Pful_bac_bin137	0	0	0	0	1	1	1	4
Pame_bac_bin117	0	0	0	1	0	0	0	0
Bger_bac_bin171	0	0	1	4	1	1	5	4
Pame_bac_bin084	0	1	0	2	0	1	0	4
Esin_bac_bin025	0	0	0	1	0	0	0	2
Bger_bac_bin003	0	0	0	3	0	1	0	1
Pame_bac_bin146	0	0	0	0	0	0	0	2
Esin_bac_bin344	1	0	0	2	0	0	1	2
Pful_bac_bin350	0	0	0	2	0	0	0	1
Pful_bac_bin127	1	0	0	5	0	1	1	3
Pame_bac_bin230	1	0	0	0	0	0	0	0
Pame_bac_bin057	0	0	0	2	0	0	1	1
Pful_bac_bin438	0	0	0	0	0	0	0	1
Pame_bac_bin176	0	0	0	3	0	1	1	1
Pful_bac_bin068	1	0	0	2	0	0	0	2
Pful_bac_bin417	1	0	0	0	0	0	0	3
Pame_bac_bin364	0	0	0	6	1	2	0	1
Esin_bac_bin323	1	0	0	4	0	0	0	2
Pame_bac_bin100	0	0	0	1	0	0	1	0
Pame_bac_bin277	0	0	0	3	0	1	2	2
Pful_bac_bin107	1	0	0	1	0	0	1	0
Pame_bac_bin231	0	0	0	1	0	0	0	0
Pful_bac_bin104	1	0	0	0	0	0	1	1
Esin_bac_bin160	0	0	0	1	0	0	0	2
Esin_bac_bin326	1	0	0	3	0	0	1	1
Pame_bac_bin250	0	0	0	2	0	0	0	3
Esin_bac_bin152	0	0	0	1	0	0	0	2
Esin_bac_bin146	0	0	0	1	0	0	0	1
Bger_bac_bin050	0	0	0	3	0	0	2	5
Esin_bac_bin204	0	0	1	0	0	1	0	0
Esin_bac_bin046	1	0	0	0	0	0	1	1
Pame_bac_bin027	0	0	0	0	0	0	0	0
Pful_bac_bin326	0	0	0	3	0	0	1	3
Pame_bac_bin025	0	0	0	0	0	1	0	0
Pful_bac_bin359	0	0	0	4	0	0	2	2
Pful_bac_bin113	0	0	0	2	0	0	0	1
