file                format  type  num_seqs    sum_len    min_len      avg_len    max_len
Esin_bac_bin090.fa  FASTA   DNA        306  3,157,653      2,002     10,319.1    143,360
Esin_bac_bin091.fa  FASTA   DNA        206  2,792,170      2,057     13,554.2     91,839
Esin_bac_bin092.fa  FASTA   DNA         79  2,345,173      2,127     29,685.7    181,430
Esin_bac_bin093.fa  FASTA   DNA         31  3,339,510      2,309    107,726.1    539,713
Esin_bac_bin094.fa  FASTA   DNA          7  3,022,313      2,575      431,759    786,092
Esin_bac_bin095.fa  FASTA   DNA          9  3,268,787     13,486    363,198.6  1,033,297
Esin_bac_bin096.fa  FASTA   DNA        261  2,332,407      2,004      8,936.4     94,895
Esin_bac_bin097.fa  FASTA   DNA         60  2,714,460      2,521       45,241    248,689
Esin_bac_bin098.fa  FASTA   DNA        274  2,046,821      2,007      7,470.1     58,483
Esin_bac_bin099.fa  FASTA   DNA         31  2,901,792      2,423     93,606.2    369,605
Esin_bac_bin100.fa  FASTA   DNA        147  1,664,104      2,527     11,320.4     66,993
Esin_bac_bin101.fa  FASTA   DNA        293  1,540,357      2,003      5,257.2     25,337
Esin_bac_bin102.fa  FASTA   DNA         71  2,241,071      2,154     31,564.4    200,120
Esin_bac_bin103.fa  FASTA   DNA         34  1,047,276      3,271     30,802.2    113,227
Esin_bac_bin104.fa  FASTA   DNA        234  1,433,105      2,008      6,124.4     46,352
Esin_bac_bin105.fa  FASTA   DNA        244  1,331,490      2,051      5,456.9     36,511
Esin_bac_bin106.fa  FASTA   DNA        174  2,105,098      2,018     12,098.3     83,110
Esin_bac_bin107.fa  FASTA   DNA         43  1,815,663      2,048     42,224.7    326,071
Esin_bac_bin108.fa  FASTA   DNA        255  1,050,568      2,000      4,119.9     19,132
Esin_bac_bin109.fa  FASTA   DNA        453  2,217,221      2,001      4,894.5     52,512
Esin_bac_bin110.fa  FASTA   DNA        223  1,432,441      2,000      6,423.5     61,398
Esin_bac_bin111.fa  FASTA   DNA        183  1,944,125      2,001     10,623.6    115,259
Esin_bac_bin112.fa  FASTA   DNA         93  1,739,372      2,038     18,702.9    142,105
Esin_bac_bin113.fa  FASTA   DNA         17  2,131,407      6,636    125,376.9    666,058
Esin_bac_bin114.fa  FASTA   DNA         63  2,756,896      3,841     43,760.3    213,857
Esin_bac_bin115.fa  FASTA   DNA        316  2,262,646      2,506      7,160.3     84,142
Esin_bac_bin116.fa  FASTA   DNA        267  1,007,983      2,003      3,775.2     19,515
Esin_bac_bin117.fa  FASTA   DNA         59  1,840,313      2,019     31,191.7    189,464
Esin_bac_bin118.fa  FASTA   DNA         73  1,700,222      2,023     23,290.7    198,152
Esin_bac_bin119.fa  FASTA   DNA         93  1,857,039      2,013     19,968.2    118,686
Esin_bac_bin120.fa  FASTA   DNA         69  2,076,003      2,114       30,087    158,477
Esin_bac_bin121.fa  FASTA   DNA         37  1,616,986      5,213     43,702.3    151,766
Esin_bac_bin122.fa  FASTA   DNA         81  2,132,693      2,627     26,329.5     87,394
Esin_bac_bin123.fa  FASTA   DNA          4  1,910,526    106,734    477,631.5  1,166,514
Esin_bac_bin124.fa  FASTA   DNA        147  2,238,336      2,003     15,226.8    123,247
Esin_bac_bin125.fa  FASTA   DNA        124  2,420,212      2,020     19,517.8    111,818
Esin_bac_bin126.fa  FASTA   DNA        281    983,815      2,010      3,501.1     20,096
Esin_bac_bin127.fa  FASTA   DNA         16  1,913,813      3,472    119,613.3    439,747
Esin_bac_bin128.fa  FASTA   DNA        155  1,430,124      2,014      9,226.6    101,205
Esin_bac_bin129.fa  FASTA   DNA        100  1,617,955      2,002     16,179.6    202,899
Esin_bac_bin130.fa  FASTA   DNA         55  1,601,321      2,259     29,114.9    125,164
Esin_bac_bin131.fa  FASTA   DNA         34  1,756,839      5,169     51,671.7    228,281
Esin_bac_bin132.fa  FASTA   DNA         31  1,802,756      3,709     58,153.4    190,488
Esin_bac_bin133.fa  FASTA   DNA         25  1,363,654      7,211     54,546.2    195,235
Esin_bac_bin134.fa  FASTA   DNA         23  3,011,091      2,191      130,917    752,522
Esin_bac_bin135.fa  FASTA   DNA        182  1,793,243      2,008        9,853    141,187
Esin_bac_bin136.fa  FASTA   DNA         45  3,023,637      8,318     67,191.9    213,695
Esin_bac_bin137.fa  FASTA   DNA          7  2,204,301     38,659    314,900.1    697,494
Esin_bac_bin138.fa  FASTA   DNA          5  2,683,322      2,125    536,664.4  1,231,193
Esin_bac_bin139.fa  FASTA   DNA         13  2,370,057     18,063    182,312.1    960,772
Esin_bac_bin140.fa  FASTA   DNA         68  1,758,789      2,046     25,864.5     93,745
Esin_bac_bin141.fa  FASTA   DNA         40  1,946,336      2,318     48,658.4    214,542
Esin_bac_bin142.fa  FASTA   DNA         21  1,775,321      2,252     84,539.1    569,362
Esin_bac_bin143.fa  FASTA   DNA         85  1,552,714      2,075     18,267.2     55,559
Esin_bac_bin144.fa  FASTA   DNA         57  2,033,258      2,080     35,671.2    175,898
Esin_bac_bin145.fa  FASTA   DNA         18  1,680,132     11,765     93,340.7    255,468
Esin_bac_bin146.fa  FASTA   DNA        201  1,638,701      2,006      8,152.7     73,470
Esin_bac_bin147.fa  FASTA   DNA        100  1,911,828      2,054     19,118.3     79,544
Esin_bac_bin148.fa  FASTA   DNA         18  2,127,407      2,107    118,189.3    560,175
Esin_bac_bin149.fa  FASTA   DNA        388  1,783,595      2,005      4,596.9     54,947
Esin_bac_bin150.fa  FASTA   DNA         78  1,460,756      2,016     18,727.6    125,180
Esin_bac_bin151.fa  FASTA   DNA        129  1,867,652      2,004     14,477.9    161,937
Esin_bac_bin152.fa  FASTA   DNA         57  1,906,803      4,327     33,452.7    160,110
Esin_bac_bin153.fa  FASTA   DNA         43  2,860,132      2,134     66,514.7    500,484
Esin_bac_bin154.fa  FASTA   DNA         92  2,964,510      2,019     32,222.9    488,762
Esin_bac_bin155.fa  FASTA   DNA         27  1,862,015      6,004     68,963.5    265,464
Esin_bac_bin156.fa  FASTA   DNA         33  2,302,443      5,757       69,771    188,766
Esin_bac_bin157.fa  FASTA   DNA         10  1,923,448      2,065    192,344.8    563,838
Esin_bac_bin158.fa  FASTA   DNA         10  2,043,235     61,100    204,323.5    740,027
Esin_bac_bin159.fa  FASTA   DNA         66  1,975,837      2,521     29,936.9    154,129
Esin_bac_bin160.fa  FASTA   DNA        164  1,464,742      2,008      8,931.4     91,666
Esin_bac_bin161.fa  FASTA   DNA         24  2,001,325      2,267     83,388.5    390,224
Esin_bac_bin162.fa  FASTA   DNA         12  2,130,745     49,927    177,562.1    361,656
Esin_bac_bin163.fa  FASTA   DNA          5  2,709,248     48,759    541,849.6  1,140,782
Esin_bac_bin164.fa  FASTA   DNA         87  2,003,279      2,014     23,026.2     95,753
Esin_bac_bin165.fa  FASTA   DNA         64  2,326,713      2,279     36,354.9    162,348
Esin_bac_bin166.fa  FASTA   DNA         58  1,903,469      2,004     32,818.4    267,925
Esin_bac_bin167.fa  FASTA   DNA        197  1,083,024      2,500      5,497.6     17,054
Esin_bac_bin168.fa  FASTA   DNA        408  2,434,682      2,000      5,967.4    116,187
Esin_bac_bin169.fa  FASTA   DNA        340  2,122,988      2,005      6,244.1     46,829
Esin_bac_bin170.fa  FASTA   DNA        126  2,216,071      2,587     17,587.9    113,848
Esin_bac_bin171.fa  FASTA   DNA         24  1,358,645      2,069     56,610.2    307,189
Esin_bac_bin172.fa  FASTA   DNA         38  1,897,722      2,109     49,940.1    461,450
Esin_bac_bin173.fa  FASTA   DNA         12  1,605,930      8,844    133,827.5    501,903
Esin_bac_bin174.fa  FASTA   DNA        123  3,944,067      3,442     32,065.6    178,545
Esin_bac_bin175.fa  FASTA   DNA         12  3,002,369      2,097    250,197.4    823,692
Esin_bac_bin176.fa  FASTA   DNA         37  2,002,900      9,862     54,132.4    186,744
Esin_bac_bin177.fa  FASTA   DNA         13  1,594,039     15,607    122,618.4    378,151
Esin_bac_bin178.fa  FASTA   DNA        274  1,706,615      2,012      6,228.5     65,745
Esin_bac_bin179.fa  FASTA   DNA        236  1,330,281      2,028      5,636.8     32,501
Esin_bac_bin180.fa  FASTA   DNA         25  1,626,194     10,374     65,047.8    266,705
Esin_bac_bin181.fa  FASTA   DNA         17  2,087,625      8,863    122,801.5    422,775
Esin_bac_bin182.fa  FASTA   DNA         31  2,082,843      6,852     67,188.5    301,446
Esin_bac_bin183.fa  FASTA   DNA         13  2,543,102      6,199    195,623.2    989,800
Esin_bac_bin184.fa  FASTA   DNA        138  1,726,428      2,004     12,510.3    128,165
Esin_bac_bin185.fa  FASTA   DNA         74  2,855,398      2,082     38,586.5    232,881
Esin_bac_bin186.fa  FASTA   DNA         29  1,370,072      2,827     47,243.9    255,317
Esin_bac_bin187.fa  FASTA   DNA         42  2,866,240      2,020     68,243.8    374,455
Esin_bac_bin188.fa  FASTA   DNA         25  2,481,076      2,675       99,243    595,456
Esin_bac_bin189.fa  FASTA   DNA        315  1,840,459      2,001      5,842.7     77,987
Esin_bac_bin190.fa  FASTA   DNA        186  1,582,840      2,012      8,509.9     51,038
Esin_bac_bin191.fa  FASTA   DNA         69  2,959,152      2,049     42,886.3    248,374
Esin_bac_bin192.fa  FASTA   DNA          4  2,482,324     22,770      620,581  1,346,931
Esin_bac_bin193.fa  FASTA   DNA        256  2,074,633      2,012        8,104     63,330
Esin_bac_bin194.fa  FASTA   DNA        279  1,520,089      2,024      5,448.3     43,798
Esin_bac_bin195.fa  FASTA   DNA         59  1,565,905      2,012     26,540.8    118,984
Esin_bac_bin196.fa  FASTA   DNA         62  1,704,398      2,067     27,490.3    223,927
Esin_bac_bin197.fa  FASTA   DNA         14  2,755,989      3,328    196,856.4    879,408
Esin_bac_bin198.fa  FASTA   DNA         99  1,474,205      2,014       14,891    133,582
Esin_bac_bin199.fa  FASTA   DNA         41  1,429,128      2,532     34,856.8    252,925
Esin_bac_bin200.fa  FASTA   DNA         14  2,516,867      3,021    179,776.2    871,241
Esin_bac_bin201.fa  FASTA   DNA         22  2,093,593      2,214     95,163.3    793,527
Esin_bac_bin202.fa  FASTA   DNA        135  1,623,718      2,003     12,027.5    146,894
Esin_bac_bin203.fa  FASTA   DNA         41  2,140,462      2,124     52,206.4    547,657
Esin_bac_bin204.fa  FASTA   DNA         13  1,949,748      2,016    149,980.6  1,501,803
Esin_bac_bin205.fa  FASTA   DNA         85  2,658,475      2,227     31,276.2    183,121
Esin_bac_bin206.fa  FASTA   DNA        236  2,597,884      2,000       11,008    125,274
Esin_bac_bin207.fa  FASTA   DNA         52  2,277,085      2,086     43,790.1    395,839
Esin_bac_bin208.fa  FASTA   DNA         43  1,995,199      2,085       46,400    428,209
Esin_bac_bin209.fa  FASTA   DNA          8    811,076     13,632    101,384.5    425,322
Esin_bac_bin210.fa  FASTA   DNA         25  1,121,993      2,766     44,879.7    109,831
Esin_bac_bin211.fa  FASTA   DNA         17  1,455,232      7,600     85,601.9    363,729
Esin_bac_bin212.fa  FASTA   DNA         43  1,579,896      2,143     36,741.8    776,790
Esin_bac_bin213.fa  FASTA   DNA         22  1,753,725      8,899     79,714.8    698,159
Esin_bac_bin214.fa  FASTA   DNA          5  1,358,066      2,752    271,613.2    608,184
Esin_bac_bin215.fa  FASTA   DNA         23  1,535,081      5,614     66,742.7    209,808
Esin_bac_bin216.fa  FASTA   DNA        134  1,642,456      2,500     12,257.1    103,079
Esin_bac_bin217.fa  FASTA   DNA          6  1,773,892     13,449    295,648.7  1,035,821
Esin_bac_bin218.fa  FASTA   DNA         88  1,766,398      2,011     20,072.7    209,550
Esin_bac_bin219.fa  FASTA   DNA         37    826,474      2,103     22,337.1     81,471
Esin_bac_bin220.fa  FASTA   DNA         57  2,124,218      2,013       37,267    387,239
Esin_bac_bin221.fa  FASTA   DNA          1  1,728,552  1,728,552    1,728,552  1,728,552
Esin_bac_bin222.fa  FASTA   DNA         14  1,538,667     17,697    109,904.8    296,863
Esin_bac_bin223.fa  FASTA   DNA         27  1,346,762      8,932     49,880.1    111,170
Esin_bac_bin224.fa  FASTA   DNA         17    768,621     13,726       45,213    135,981
Esin_bac_bin225.fa  FASTA   DNA         17    772,906      4,710     45,465.1     92,772
Esin_bac_bin226.fa  FASTA   DNA         16    749,057     17,390     46,816.1    131,850
Esin_bac_bin227.fa  FASTA   DNA         11    941,501     27,044       85,591    220,686
Esin_bac_bin228.fa  FASTA   DNA          6    986,040     18,208      164,340    668,982
Esin_bac_bin229.fa  FASTA   DNA         16  1,590,651      6,945     99,415.7    260,335
Esin_bac_bin230.fa  FASTA   DNA         15  1,203,701     11,702     80,246.7    201,832
Esin_bac_bin231.fa  FASTA   DNA         41  1,066,358      3,786     26,008.7     67,788
Esin_bac_bin232.fa  FASTA   DNA          1    954,312    954,312      954,312    954,312
Esin_bac_bin233.fa  FASTA   DNA         18    609,492      7,128     33,860.7     96,917
Esin_bac_bin234.fa  FASTA   DNA         22  1,225,781     12,718     55,717.3    126,379
Esin_bac_bin235.fa  FASTA   DNA          6  1,372,794      8,285      228,799    612,370
Esin_bac_bin236.fa  FASTA   DNA        176    977,356      2,021      5,553.2     31,101
Esin_bac_bin237.fa  FASTA   DNA          8  2,817,300      2,225    352,162.5    890,695
Esin_bac_bin238.fa  FASTA   DNA         35  1,436,823      2,387     41,052.1    142,936
Esin_bac_bin239.fa  FASTA   DNA         82  2,464,253      2,015     30,051.9    154,066
Esin_bac_bin240.fa  FASTA   DNA         42  2,027,145      4,334     48,265.4    197,986
Esin_bac_bin241.fa  FASTA   DNA         76  1,928,320      2,003     25,372.6    156,071
Esin_bac_bin242.fa  FASTA   DNA         55  3,224,419      2,605     58,625.8    347,478
Esin_bac_bin243.fa  FASTA   DNA         63  3,424,049      2,020       54,350    293,489
Esin_bac_bin244.fa  FASTA   DNA         50  2,467,642      3,804     49,352.8    207,366
Esin_bac_bin245.fa  FASTA   DNA         19  2,505,776     26,384    131,882.9    305,038
Esin_bac_bin246.fa  FASTA   DNA         31  2,055,520      8,473     66,307.1    178,381
Esin_bac_bin247.fa  FASTA   DNA         33  2,202,261      9,388     66,735.2    334,710
Esin_bac_bin248.fa  FASTA   DNA         45  2,401,833      2,077     53,374.1    196,463
Esin_bac_bin249.fa  FASTA   DNA         36  2,727,014      3,074     75,750.4    248,735
Esin_bac_bin250.fa  FASTA   DNA         27  2,508,989      4,064     92,925.5    433,793
Esin_bac_bin251.fa  FASTA   DNA         34  2,723,286      4,052     80,096.6    292,242
Esin_bac_bin252.fa  FASTA   DNA         33  2,764,610     10,491     83,776.1    214,883
Esin_bac_bin253.fa  FASTA   DNA         19  2,705,373      5,042    142,388.1    298,464
Esin_bac_bin254.fa  FASTA   DNA         36  3,120,841      7,668       86,690    500,001
Esin_bac_bin255.fa  FASTA   DNA         31  2,620,209      7,917     84,522.9    222,534
Esin_bac_bin256.fa  FASTA   DNA         28  2,820,900      7,885    100,746.4    365,389
Esin_bac_bin257.fa  FASTA   DNA         32  2,949,448      5,470     92,170.3    339,591
Esin_bac_bin258.fa  FASTA   DNA         14  2,677,277     17,919    191,234.1    611,853
Esin_bac_bin259.fa  FASTA   DNA         26  3,388,814     13,418      130,339    461,247
Esin_bac_bin260.fa  FASTA   DNA          8  3,638,038     45,232    454,754.8  1,275,209
Esin_bac_bin261.fa  FASTA   DNA         21  2,716,674      2,336    129,365.4    626,115
Esin_bac_bin262.fa  FASTA   DNA         40  2,990,045      2,163     74,751.1    297,648
Esin_bac_bin263.fa  FASTA   DNA         85  1,904,566      2,026     22,406.7    124,602
Esin_bac_bin264.fa  FASTA   DNA         83  2,764,802      2,001     33,310.9    217,596
Esin_bac_bin265.fa  FASTA   DNA          7  2,970,277    256,918    424,325.3    840,649
Esin_bac_bin266.fa  FASTA   DNA         32  2,880,779      3,790     90,024.3    575,311
Esin_bac_bin267.fa  FASTA   DNA         23  2,855,703      6,680      124,161    428,326
Esin_bac_bin268.fa  FASTA   DNA         15  2,836,570      2,527    189,104.7    617,755
Esin_bac_bin269.fa  FASTA   DNA         62  2,063,246      2,542     33,278.2    252,271
Esin_bac_bin270.fa  FASTA   DNA         25  2,253,950      3,450       90,158    304,191
Esin_bac_bin271.fa  FASTA   DNA         61  3,686,247      3,080     60,430.3    327,228
Esin_bac_bin272.fa  FASTA   DNA         27  2,730,763      7,556    101,139.4    306,489
Esin_bac_bin273.fa  FASTA   DNA         49  3,561,670      2,082     72,687.1    303,879
Esin_bac_bin274.fa  FASTA   DNA         42  3,347,535      2,429     79,703.2    206,458
Esin_bac_bin275.fa  FASTA   DNA         15  2,737,655     24,627    182,510.3    543,686
Esin_bac_bin276.fa  FASTA   DNA         27  3,121,438      2,132    115,608.8    440,698
Esin_bac_bin277.fa  FASTA   DNA         39  3,889,718     13,855     99,736.4    297,956
Esin_bac_bin278.fa  FASTA   DNA         10  2,871,020      2,401      287,102    784,735
Esin_bac_bin279.fa  FASTA   DNA         20  7,016,888     49,227    350,844.4  1,127,738
Esin_bac_bin280.fa  FASTA   DNA         27  3,635,290      2,172    134,640.4    396,354
Esin_bac_bin281.fa  FASTA   DNA          5  4,109,526      3,429    821,905.2  2,007,815
Esin_bac_bin282.fa  FASTA   DNA         23  2,622,644      6,041      114,028    446,000
Esin_bac_bin283.fa  FASTA   DNA         49  2,324,424      2,528     47,437.2    144,422
Esin_bac_bin284.fa  FASTA   DNA         24  3,376,631      2,131      140,693    675,485
Esin_bac_bin285.fa  FASTA   DNA         39  3,701,186      2,007     94,902.2  1,129,781
Esin_bac_bin286.fa  FASTA   DNA         12  3,194,992      2,075    266,249.3  3,038,606
Esin_bac_bin287.fa  FASTA   DNA         89  2,459,392      2,084     27,633.6    244,435
Esin_bac_bin288.fa  FASTA   DNA        159  2,772,925      2,025     17,439.8     92,075
Esin_bac_bin289.fa  FASTA   DNA         24  3,085,988     14,167    128,582.8    413,075
Esin_bac_bin290.fa  FASTA   DNA         30  4,585,740      9,256      152,858    664,926
Esin_bac_bin291.fa  FASTA   DNA        147  2,446,635      2,008     16,643.8    299,615
Esin_bac_bin292.fa  FASTA   DNA         93  1,839,386      2,029     19,778.3    122,639
Esin_bac_bin293.fa  FASTA   DNA         62  2,199,064      2,930     35,468.8    216,942
Esin_bac_bin294.fa  FASTA   DNA         22  2,767,527      4,995    125,796.7    453,517
Esin_bac_bin295.fa  FASTA   DNA         51  2,259,512      3,869     44,304.2    159,892
Esin_bac_bin296.fa  FASTA   DNA         73  2,769,738      3,736     37,941.6    156,534
Esin_bac_bin297.fa  FASTA   DNA         62  2,532,962      2,186     40,854.2    231,168
Esin_bac_bin298.fa  FASTA   DNA         12  4,310,119      2,027    359,176.6  1,161,114
Esin_bac_bin299.fa  FASTA   DNA         18  4,338,154      3,318    241,008.6    719,544
Esin_bac_bin300.fa  FASTA   DNA        164  3,141,852      2,035     19,157.6    180,595
Esin_bac_bin301.fa  FASTA   DNA         50  2,316,099      2,887       46,322    173,565
Esin_bac_bin302.fa  FASTA   DNA         15  2,483,934     34,775    165,595.6    567,518
Esin_bac_bin303.fa  FASTA   DNA         32  1,959,950      2,154     61,248.4    218,117
Esin_bac_bin304.fa  FASTA   DNA         14  2,972,932     19,925    212,352.3    511,239
Esin_bac_bin305.fa  FASTA   DNA         17  2,705,930      7,604    159,172.4    952,807
Esin_bac_bin306.fa  FASTA   DNA         24  1,185,228      2,911     49,384.5    125,070
Esin_bac_bin307.fa  FASTA   DNA         38  1,702,935      2,117     44,814.1    194,754
Esin_bac_bin308.fa  FASTA   DNA         73  1,629,261      2,012     22,318.6     95,464
Esin_bac_bin309.fa  FASTA   DNA         35  1,837,389      5,377     52,496.8    136,251
Esin_bac_bin310.fa  FASTA   DNA         26  1,645,374      9,516     63,283.6    226,775
Esin_bac_bin311.fa  FASTA   DNA         16  1,980,493     17,302    123,780.8    394,803
Esin_bac_bin312.fa  FASTA   DNA         42  2,081,294      2,145     49,554.6    253,211
Esin_bac_bin313.fa  FASTA   DNA         11  2,146,934     16,040    195,175.8    924,392
Esin_bac_bin314.fa  FASTA   DNA         27  1,894,799      2,187     70,177.7    258,918
Esin_bac_bin315.fa  FASTA   DNA         20  2,311,365      3,824    115,568.3    431,756
Esin_bac_bin316.fa  FASTA   DNA         33  1,972,581      2,032     59,775.2    370,724
Esin_bac_bin317.fa  FASTA   DNA         13  2,052,349      3,048      157,873    418,652
Esin_bac_bin318.fa  FASTA   DNA         41  1,869,718      9,378     45,602.9    113,373
Esin_bac_bin319.fa  FASTA   DNA         27  1,335,824      3,134       49,475    236,123
Esin_bac_bin320.fa  FASTA   DNA         28  1,646,767      6,629     58,813.1    132,397
Esin_bac_bin321.fa  FASTA   DNA         56  1,910,496      2,208       34,116    182,265
Esin_bac_bin322.fa  FASTA   DNA         34  1,575,487      3,813     46,337.9    157,228
Esin_bac_bin323.fa  FASTA   DNA         14  2,745,558     16,334    196,111.3    725,693
Esin_bac_bin324.fa  FASTA   DNA        178  1,708,241      2,002      9,596.9    123,620
Esin_bac_bin325.fa  FASTA   DNA         29  1,796,587      2,124     61,951.3    456,353
Esin_bac_bin326.fa  FASTA   DNA         29  2,010,235     10,974     69,318.4    257,961
Esin_bac_bin327.fa  FASTA   DNA          7  1,855,299     88,383    265,042.7    626,116
Esin_bac_bin328.fa  FASTA   DNA         18  2,516,961      6,653    139,831.2    470,582
Esin_bac_bin329.fa  FASTA   DNA         26  2,085,236      5,380     80,201.4    385,137
Esin_bac_bin330.fa  FASTA   DNA         78  2,633,489      2,955     33,762.7    141,558
Esin_bac_bin331.fa  FASTA   DNA         42  3,005,097      2,755     71,549.9    325,632
Esin_bac_bin332.fa  FASTA   DNA         16  2,901,147     32,454    181,321.7    494,436
Esin_bac_bin333.fa  FASTA   DNA         46  2,413,201      2,415     52,460.9    226,514
Esin_bac_bin334.fa  FASTA   DNA         83  2,096,805      2,719     25,262.7     88,105
Esin_bac_bin335.fa  FASTA   DNA         18  2,467,133      5,445    137,062.9    337,947
Esin_bac_bin336.fa  FASTA   DNA         46  3,026,767      3,747     65,799.3    259,331
Esin_bac_bin337.fa  FASTA   DNA         28  3,051,502      3,506    108,982.2    384,086
Esin_bac_bin338.fa  FASTA   DNA         39  3,161,812     10,357     81,072.1    334,006
Esin_bac_bin339.fa  FASTA   DNA         25  3,158,670     17,137    126,346.8    485,496
Esin_bac_bin340.fa  FASTA   DNA         21  2,116,129     13,578      100,768    559,987
Esin_bac_bin341.fa  FASTA   DNA        120  2,663,720      2,550     22,197.7    115,369
Esin_bac_bin342.fa  FASTA   DNA         12  2,420,636     25,513    201,719.7    605,662
Esin_bac_bin343.fa  FASTA   DNA          9  2,454,426     31,537      272,714    754,670
Esin_bac_bin344.fa  FASTA   DNA         35  1,617,391      5,246     46,211.2    145,944
Esin_bac_bin345.fa  FASTA   DNA         33  2,471,414      5,246     74,891.3    519,113
Esin_bac_bin346.fa  FASTA   DNA         16  2,614,381     24,864    163,398.8    557,284
Esin_bac_bin347.fa  FASTA   DNA         19  2,320,954      6,348    122,155.5    573,414
Esin_bac_bin348.fa  FASTA   DNA          7  2,063,446    100,304      294,778    599,479
Esin_bac_bin349.fa  FASTA   DNA          1  2,558,786  2,558,786    2,558,786  2,558,786
Esin_bac_bin350.fa  FASTA   DNA          8  2,689,284     58,121    336,160.5    785,479
Esin_bac_bin351.fa  FASTA   DNA          7  2,374,029     68,235      339,147    767,066
Esin_bac_bin352.fa  FASTA   DNA        177  2,104,105      2,002     11,887.6     83,765
Esin_bac_bin353.fa  FASTA   DNA         46  1,838,937      2,246     39,976.9    186,912
Esin_bac_bin354.fa  FASTA   DNA         57  2,233,916      2,163     39,191.5    195,672
Esin_bac_bin355.fa  FASTA   DNA         22  2,930,641     18,336      133,211    665,699
Esin_bac_bin356.fa  FASTA   DNA         11  4,060,789     28,847    369,162.6    984,631
Esin_bac_bin357.fa  FASTA   DNA         25  3,980,772      2,105    159,230.9  3,769,591
Esin_bac_bin358.fa  FASTA   DNA         79  2,763,708      2,074     34,983.6    144,328
Esin_bac_bin359.fa  FASTA   DNA          6  3,036,418    228,835    506,069.7    771,214
Esin_bac_bin360.fa  FASTA   DNA         10  3,094,308      9,764    309,430.8  1,060,301
Esin_bac_bin361.fa  FASTA   DNA         19  3,078,618      2,161    162,032.5    649,917
Esin_bac_bin362.fa  FASTA   DNA          2  3,657,779     49,125  1,828,889.5  3,608,654
Esin_bac_bin363.fa  FASTA   DNA          3  3,985,118    156,453  1,328,372.7  3,477,972
Esin_bac_bin364.fa  FASTA   DNA          1    638,818    638,818      638,818    638,818
Esin_bac_bin365.fa  FASTA   DNA          7  1,842,764      2,358      263,252  1,147,748
Esin_bac_bin366.fa  FASTA   DNA         72  2,047,164      2,533     28,432.8    200,473
Esin_bac_bin367.fa  FASTA   DNA          8  1,578,194     45,892    197,274.3    579,186
Esin_bac_bin368.fa  FASTA   DNA         50  1,585,316      2,341     31,706.3    186,574
Esin_bac_bin369.fa  FASTA   DNA         17  1,167,344      9,713     68,667.3    178,426
Esin_bac_bin370.fa  FASTA   DNA         34  1,460,310      4,819     42,950.3    141,023
Esin_bac_bin371.fa  FASTA   DNA         24  2,024,463      6,465     84,352.6    236,982
Esin_bac_bin372.fa  FASTA   DNA          1  2,001,740  2,001,740    2,001,740  2,001,740
Esin_bac_bin373.fa  FASTA   DNA         22  1,098,919      8,456     49,950.9    172,617
Esin_bac_bin374.fa  FASTA   DNA         25  1,724,469     10,923     68,978.8    259,530
Esin_bac_bin375.fa  FASTA   DNA        111  1,701,602      2,003     15,329.7     91,930
Esin_bac_bin376.fa  FASTA   DNA        209  2,090,469      2,028     10,002.2    109,946
Esin_bac_bin377.fa  FASTA   DNA        249  1,392,784      2,014      5,593.5     21,454
Esin_bac_bin378.fa  FASTA   DNA        308  1,966,236      2,001      6,383.9     35,280
Esin_bac_bin379.fa  FASTA   DNA          6  1,056,722     25,667    176,120.3    335,887
Esin_bac_bin380.fa  FASTA   DNA         14  1,592,029      2,091    113,716.4    534,270
Esin_bac_bin381.fa  FASTA   DNA        111    792,729      2,039      7,141.7     83,817
Esin_bac_bin382.fa  FASTA   DNA         15  1,347,268      2,560     89,817.9    317,310
Esin_bac_bin383.fa  FASTA   DNA        198  2,844,495      2,521     14,366.1    109,826
Esin_bac_bin384.fa  FASTA   DNA         14  2,260,222      2,284    161,444.4    726,036
Esin_bac_bin385.fa  FASTA   DNA         13  2,058,951     33,929    158,380.8    519,992
Esin_bac_bin386.fa  FASTA   DNA          9  2,499,699     18,052    277,744.3  1,231,104
Esin_bac_bin387.fa  FASTA   DNA          3  2,546,874    100,705      848,958  1,584,452
Esin_bac_bin388.fa  FASTA   DNA        138  2,782,043      2,001     20,159.7    192,201
Esin_bac_bin389.fa  FASTA   DNA         26    927,147      2,535     35,659.5     85,282
Esin_bac_bin390.fa  FASTA   DNA        305  1,088,837      2,003        3,570     14,026
Esin_bac_bin391.fa  FASTA   DNA         35    820,355      2,095     23,438.7     99,675
Esin_bac_bin392.fa  FASTA   DNA         43    456,039      2,044     10,605.6     95,817
Esin_bac_bin393.fa  FASTA   DNA          3    680,867      2,398    226,955.7    584,307
Esin_bac_bin394.fa  FASTA   DNA        618  3,572,126      2,000      5,780.1    111,777
Esin_bac_bin395.fa  FASTA   DNA        192  5,577,501      2,505     29,049.5    111,624
Esin_bac_bin396.fa  FASTA   DNA         92  2,742,369      2,002     29,808.4    179,533
Esin_bac_bin397.fa  FASTA   DNA         50  3,106,239      2,001     62,124.8    328,562
Esin_bac_bin398.fa  FASTA   DNA         25  1,510,722      2,265     60,428.9    370,543
Esin_bac_bin399.fa  FASTA   DNA         38  1,239,127      2,125     32,608.6    106,695
Esin_bac_bin400.fa  FASTA   DNA         26    864,222      9,061     33,239.3     82,815
