BGC	Product	BiG_SCAPE
Esin_bac_bin008	NRPS	NRPS
Esin_bac_bin008	NRPS	NRPS
Esin_bac_bin008	NRPS	NRPS
Esin_bac_bin008	NRPS	NRPS
Esin_bac_bin008	NRPS-like	NRPS
Esin_bac_bin008	NRPS	NRPS
Esin_bac_bin009	T1PKS	PKSI
Esin_bac_bin009	NAPAA	NRPS
Esin_bac_bin009	bottromycin	RiPPs
Esin_bac_bin009	RiPP-like	RiPPs
Esin_bac_bin009	terpene	Terpene
Esin_bac_bin009	terpene	Terpene
Esin_bac_bin010	terpene	Terpene
Esin_bac_bin010	betalactone	Others
Esin_bac_bin013	RiPP-like	RiPPs
Esin_bac_bin013	phosphonate	Others
Esin_bac_bin014	arylpolyene	Others
Esin_bac_bin014	ranthipeptide	RiPPs
Esin_bac_bin014	NRPS-like	NRPS
Esin_bac_bin015	phenazine	Others
Esin_bac_bin015	NRPS	NRPS
Esin_bac_bin016	phosphonate	Others
Esin_bac_bin017	NRPS-like	NRPS
Esin_bac_bin018	NRPS-like	NRPS
Esin_bac_bin019	ranthipeptide	RiPPs
Esin_bac_bin019	NRPS-like	NRPS
Esin_bac_bin020	ranthipeptide	RiPPs
Esin_bac_bin021	ranthipeptide	RiPPs
Esin_bac_bin021	NRPS-like	NRPS
Esin_bac_bin023	ranthipeptide	RiPPs
Esin_bac_bin023	phosphonate	Others
Esin_bac_bin024	NRPS-like	NRPS
Esin_bac_bin024	NRPS-like	NRPS
Esin_bac_bin024	ranthipeptide	RiPPs
Esin_bac_bin024	betalactone	Others
Esin_bac_bin025	NRPS-like	NRPS
Esin_bac_bin027	NRPS	NRPS
Esin_bac_bin028	betalactone	Others
Esin_bac_bin028	NRPS-like	NRPS
Esin_bac_bin028	NRPS-like	NRPS
Esin_bac_bin028	phosphonate	Others
Esin_bac_bin029	ranthipeptide	RiPPs
Esin_bac_bin032	NRPS	NRPS
Esin_bac_bin032	RRE-containing	RiPPs
Esin_bac_bin033	betalactone	Others
Esin_bac_bin033	ranthipeptide	RiPPs
Esin_bac_bin034	ranthipeptide	RiPPs
Esin_bac_bin035	RRE-containing	RiPPs
Esin_bac_bin036	ranthipeptide	RiPPs
Esin_bac_bin036	lassopeptide	RiPPs
Esin_bac_bin038	NRPS-like.NRPS	NRPS
Esin_bac_bin039	NRPS-like	NRPS
Esin_bac_bin039	NRPS-like	NRPS
Esin_bac_bin039	RRE-containing	RiPPs
Esin_bac_bin040	ranthipeptide	RiPPs
Esin_bac_bin040	phosphonate	Others
Esin_bac_bin042	ranthipeptide	RiPPs
Esin_bac_bin043	betalactone	Others
Esin_bac_bin044	ranthipeptide	RiPPs
Esin_bac_bin044	betalactone	Others
Esin_bac_bin045	ranthipeptide	RiPPs
Esin_bac_bin045	betalactone	Others
Esin_bac_bin046	ranthipeptide	RiPPs
Esin_bac_bin047	ranthipeptide	RiPPs
Esin_bac_bin047	NRPS-like	NRPS
Esin_bac_bin047	RRE-containing	RiPPs
Esin_bac_bin047	betalactone	Others
Esin_bac_bin048	betalactone	Others
Esin_bac_bin048	ranthipeptide	RiPPs
Esin_bac_bin049	NRPS	NRPS
Esin_bac_bin049	NRPS-like	NRPS
Esin_bac_bin050	ranthipeptide	RiPPs
Esin_bac_bin051	ranthipeptide	RiPPs
Esin_bac_bin052	ranthipeptide	RiPPs
Esin_bac_bin052	RiPP-like	RiPPs
Esin_bac_bin052	thiopeptide	RiPPs
Esin_bac_bin053	RRE-containing	RiPPs
Esin_bac_bin054	ranthipeptide	RiPPs
Esin_bac_bin055	RRE-containing	RiPPs
Esin_bac_bin056	lassopeptide	RiPPs
Esin_bac_bin056	betalactone	Others
Esin_bac_bin058	arylpolyene	Others
Esin_bac_bin058	lassopeptide	RiPPs
Esin_bac_bin058	betalactone	Others
Esin_bac_bin059	ranthipeptide	RiPPs
Esin_bac_bin060	ranthipeptide	RiPPs
Esin_bac_bin060	phosphonate	Others
Esin_bac_bin066	ranthipeptide	RiPPs
Esin_bac_bin067	ranthipeptide	RiPPs
Esin_bac_bin068	RiPP-like	RiPPs
Esin_bac_bin068	NRPS	NRPS
Esin_bac_bin068	NRPS-like	NRPS
Esin_bac_bin069	ranthipeptide	RiPPs
Esin_bac_bin069	phosphonate	Others
Esin_bac_bin070	ranthipeptide	RiPPs
Esin_bac_bin070	phosphonate	Others
Esin_bac_bin071	ranthipeptide	RiPPs
Esin_bac_bin072	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin072	RRE-containing	RiPPs
Esin_bac_bin072	RRE-containing	RiPPs
Esin_bac_bin072	ranthipeptide	RiPPs
Esin_bac_bin074	ranthipeptide	RiPPs
Esin_bac_bin074	ranthipeptide	RiPPs
Esin_bac_bin074	PKS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids
Esin_bac_bin074	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin074	RiPP-like	RiPPs
Esin_bac_bin074	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin074	lanthipeptide-class-ii	RiPPs
Esin_bac_bin074	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin075	RiPP-like	RiPPs
Esin_bac_bin075	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin075	ranthipeptide	RiPPs
Esin_bac_bin075	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin076	NRPS-like	NRPS
Esin_bac_bin076	ranthipeptide	RiPPs
Esin_bac_bin076	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin077	ranthipeptide	RiPPs
Esin_bac_bin078	lassopeptide	RiPPs
Esin_bac_bin078	RRE-containing	RiPPs
Esin_bac_bin078	NRPS-like	NRPS
Esin_bac_bin079	NRPS	NRPS
Esin_bac_bin079	NRPS	NRPS
Esin_bac_bin079	NRPS	NRPS
Esin_bac_bin079	RRE-containing	RiPPs
Esin_bac_bin079	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin079	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin079	terpene	Terpene
Esin_bac_bin079	ranthipeptide	RiPPs
Esin_bac_bin079	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin080	ranthipeptide	RiPPs
Esin_bac_bin080	RiPP-like	RiPPs
Esin_bac_bin080	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin081	ranthipeptide	RiPPs
Esin_bac_bin081	phosphonate	Others
Esin_bac_bin082	RRE-containing	RiPPs
Esin_bac_bin082	ranthipeptide	RiPPs
Esin_bac_bin082	RiPP-like	RiPPs
Esin_bac_bin082	RiPP-like	RiPPs
Esin_bac_bin083	ranthipeptide	RiPPs
Esin_bac_bin083	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin083	T1PKS	PKSI
Esin_bac_bin083	cyclic-lactone-autoinducer.lanthipeptide-class-i	RiPPs
Esin_bac_bin083	NRPS-like	NRPS
Esin_bac_bin083	NRPS	NRPS
Esin_bac_bin084	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin084	RRE-containing	RiPPs
Esin_bac_bin084	phosphonate	Others
Esin_bac_bin084	bottromycin	RiPPs
Esin_bac_bin085	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin086	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin086	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin086	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin086	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin087	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin087	RRE-containing	RiPPs
Esin_bac_bin087	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin088	RRE-containing	RiPPs
Esin_bac_bin088	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin088	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin088	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin088	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin089	RRE-containing	RiPPs
Esin_bac_bin089	RiPP-like	RiPPs
Esin_bac_bin089	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin089	LAP.thiopeptide	RiPPs
Esin_bac_bin089	ranthipeptide	RiPPs
Esin_bac_bin090	RRE-containing	RiPPs
Esin_bac_bin090	RRE-containing	RiPPs
Esin_bac_bin090	ranthipeptide	RiPPs
Esin_bac_bin091	NRPS	NRPS
Esin_bac_bin091	RRE-containing	RiPPs
Esin_bac_bin091	betalactone	Others
Esin_bac_bin091	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin092	RRE-containing	RiPPs
Esin_bac_bin092	RRE-containing	RiPPs
Esin_bac_bin092	ranthipeptide	RiPPs
Esin_bac_bin093	LAP.thiopeptide	RiPPs
Esin_bac_bin093	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin093	RRE-containing	RiPPs
Esin_bac_bin093	RRE-containing	RiPPs
Esin_bac_bin093	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin093	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin094	ranthipeptide	RiPPs
Esin_bac_bin094	RRE-containing	RiPPs
Esin_bac_bin094	ranthipeptide	RiPPs
Esin_bac_bin095	cyclic-lactone-autoinducer.ranthipeptide	RiPPs
Esin_bac_bin096	betalactone	Others
Esin_bac_bin096	RRE-containing	RiPPs
Esin_bac_bin097	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin097	ranthipeptide	RiPPs
Esin_bac_bin098	RRE-containing	RiPPs
Esin_bac_bin098	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin098	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin099	ranthipeptide	RiPPs
Esin_bac_bin099	NRPS	NRPS
Esin_bac_bin099	phosphonate	Others
Esin_bac_bin100	ranthipeptide	RiPPs
Esin_bac_bin101	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin101	ranthipeptide	RiPPs
Esin_bac_bin102	RRE-containing	RiPPs
Esin_bac_bin103	NRPS	NRPS
Esin_bac_bin103	RRE-containing	RiPPs
Esin_bac_bin104	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin105	RRE-containing	RiPPs
Esin_bac_bin105	RRE-containing	RiPPs
Esin_bac_bin106	RRE-containing	RiPPs
Esin_bac_bin107	RRE-containing	RiPPs
Esin_bac_bin107	RRE-containing	RiPPs
Esin_bac_bin107	ranthipeptide	RiPPs
Esin_bac_bin108	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin109	lassopeptide	RiPPs
Esin_bac_bin109	NRPS	NRPS
Esin_bac_bin109	RRE-containing	RiPPs
Esin_bac_bin109	NRPS	NRPS
Esin_bac_bin110	RRE-containing	RiPPs
Esin_bac_bin110	RRE-containing	RiPPs
Esin_bac_bin111	ranthipeptide	RiPPs
Esin_bac_bin111	phosphonate	Others
Esin_bac_bin111	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin112	ranthipeptide	RiPPs
Esin_bac_bin113	ranthipeptide	RiPPs
Esin_bac_bin115	RRE-containing	RiPPs
Esin_bac_bin115	RiPP-like	RiPPs
Esin_bac_bin115	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin115	ranthipeptide	RiPPs
Esin_bac_bin117	ranthipeptide	RiPPs
Esin_bac_bin119	ranthipeptide	RiPPs
Esin_bac_bin120	RRE-containing	RiPPs
Esin_bac_bin120	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin120	phosphonate	Others
Esin_bac_bin121	RRE-containing	RiPPs
Esin_bac_bin122	RRE-containing	RiPPs
Esin_bac_bin122	RRE-containing	RiPPs
Esin_bac_bin123	lassopeptide	RiPPs
Esin_bac_bin123	RRE-containing	RiPPs
Esin_bac_bin124	RRE-containing	RiPPs
Esin_bac_bin125	RRE-containing	RiPPs
Esin_bac_bin126	NRPS-like	NRPS
Esin_bac_bin127	ranthipeptide	RiPPs
Esin_bac_bin128	ranthipeptide	RiPPs
Esin_bac_bin128	ranthipeptide	RiPPs
Esin_bac_bin129	RRE-containing	RiPPs
Esin_bac_bin129	lassopeptide	RiPPs
Esin_bac_bin130	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin130	phosphonate	Others
Esin_bac_bin131	ranthipeptide	RiPPs
Esin_bac_bin134	betalactone	Others
Esin_bac_bin134	ranthipeptide	RiPPs
Esin_bac_bin134	NRPS-like	NRPS
Esin_bac_bin135	RRE-containing	RiPPs
Esin_bac_bin136	betalactone	Others
Esin_bac_bin137	betalactone	Others
Esin_bac_bin138	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin138	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin138	betalactone	Others
Esin_bac_bin138	NRPS-like	NRPS
Esin_bac_bin139	betalactone	Others
Esin_bac_bin141	betalactone	Others
Esin_bac_bin143	ranthipeptide	RiPPs
Esin_bac_bin143	cyanobactin	RiPPs
Esin_bac_bin144	NRPS-like	NRPS
Esin_bac_bin144	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin144	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin145	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin145	RRE-containing	RiPPs
Esin_bac_bin146	RRE-containing	RiPPs
Esin_bac_bin148	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin148	betalactone	Others
Esin_bac_bin148	ranthipeptide	RiPPs
Esin_bac_bin148	NRPS-like	NRPS
Esin_bac_bin148	lassopeptide	RiPPs
Esin_bac_bin149	ranthipeptide	RiPPs
Esin_bac_bin149	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin150	ranthipeptide	RiPPs
Esin_bac_bin150	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin150	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin151	lassopeptide	RiPPs
Esin_bac_bin151	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin151	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin151	ranthipeptide	RiPPs
Esin_bac_bin152	ranthipeptide	RiPPs
Esin_bac_bin152	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin153	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin153	betalactone.ranthipeptide	Others
Esin_bac_bin153	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin153	cyclic-lactone-autoinducer.RiPP-like	RiPPs
Esin_bac_bin153	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin153	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin153	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin153	cyclic-lactone-autoinducer.lanthipeptide-class-ii	RiPPs
Esin_bac_bin153	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin153	RRE-containing	RiPPs
Esin_bac_bin154	RRE-containing	RiPPs
Esin_bac_bin154	RRE-containing	RiPPs
Esin_bac_bin154	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin154	phosphonate	Others
Esin_bac_bin154	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin154	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin154	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin154	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin154	phosphonate	Others
Esin_bac_bin155	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin155	RRE-containing	RiPPs
Esin_bac_bin156	NRPS-like.T1PKS.NRPS.transAT-PKS	PKS-NRP_Hybrids
Esin_bac_bin156	T1PKS.NRPS.transAT-PKS	PKS-NRP_Hybrids
Esin_bac_bin156	betalactone	Others
Esin_bac_bin156	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin157	lassopeptide	RiPPs
Esin_bac_bin157	cyclic-lactone-autoinducer.phosphonate	Others
Esin_bac_bin157	ranthipeptide	RiPPs
Esin_bac_bin158	ranthipeptide	RiPPs
Esin_bac_bin159	cyclic-lactone-autoinducer.RiPP-like	RiPPs
Esin_bac_bin160	ranthipeptide	RiPPs
Esin_bac_bin161	RRE-containing	RiPPs
Esin_bac_bin161	NRPS-like	NRPS
Esin_bac_bin161	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin161	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin162	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin162	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin162	RRE-containing	RiPPs
Esin_bac_bin162	ranthipeptide	RiPPs
Esin_bac_bin163	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin163	ranthipeptide	RiPPs
Esin_bac_bin163	lassopeptide	RiPPs
Esin_bac_bin163	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin163	cyclic-lactone-autoinducer.lassopeptide	RiPPs
Esin_bac_bin163	RRE-containing	RiPPs
Esin_bac_bin163	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin164	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin164	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin165	ranthipeptide	RiPPs
Esin_bac_bin166	RRE-containing	RiPPs
Esin_bac_bin166	phosphonate	Others
Esin_bac_bin166	NRPS	NRPS
Esin_bac_bin166	NRPS-like	NRPS
Esin_bac_bin167	ranthipeptide	RiPPs
Esin_bac_bin167	RRE-containing	RiPPs
Esin_bac_bin167	RRE-containing	RiPPs
Esin_bac_bin168	terpene	Terpene
Esin_bac_bin169	NRPS	NRPS
Esin_bac_bin170	betalactone	Others
Esin_bac_bin170	RiPP-like	RiPPs
Esin_bac_bin171	RiPP-like	RiPPs
Esin_bac_bin171	betalactone	Others
Esin_bac_bin172	betalactone	Others
Esin_bac_bin172	RiPP-like	RiPPs
Esin_bac_bin173	RiPP-like	RiPPs
Esin_bac_bin174	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin174	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin175	ranthipeptide	RiPPs
Esin_bac_bin176	ranthipeptide	RiPPs
Esin_bac_bin178	ranthipeptide	RiPPs
Esin_bac_bin178	NRPS	NRPS
Esin_bac_bin180	ranthipeptide	RiPPs
Esin_bac_bin180	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin181	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin181	ranthipeptide	RiPPs
Esin_bac_bin181	RRE-containing	RiPPs
Esin_bac_bin182	NRPS	NRPS
Esin_bac_bin182	phenazine	Others
Esin_bac_bin182	NRPS-like	NRPS
Esin_bac_bin183	T3PKS	PKSother
Esin_bac_bin184	RiPP-like	RiPPs
Esin_bac_bin185	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin189	T3PKS	PKSother
Esin_bac_bin191	T3PKS	PKSother
Esin_bac_bin192	T3PKS	PKSother
Esin_bac_bin193	T3PKS	PKSother
Esin_bac_bin195	T3PKS	PKSother
Esin_bac_bin196	T3PKS	PKSother
Esin_bac_bin200	T3PKS	PKSother
Esin_bac_bin201	lassopeptide	RiPPs
Esin_bac_bin201	T3PKS	PKSother
Esin_bac_bin201	RiPP-like	RiPPs
Esin_bac_bin204	T3PKS	PKSother
Esin_bac_bin205	T3PKS	PKSother
Esin_bac_bin206	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin207	RiPP-like	RiPPs
Esin_bac_bin207	ranthipeptide	RiPPs
Esin_bac_bin208	proteusin	RiPPs
Esin_bac_bin208	ranthipeptide	RiPPs
Esin_bac_bin208	RiPP-like	RiPPs
Esin_bac_bin211	NRPS	NRPS
Esin_bac_bin213	NRPS-like	NRPS
Esin_bac_bin214	NRPS-like	NRPS
Esin_bac_bin215	RRE-containing	RiPPs
Esin_bac_bin217	ranthipeptide	RiPPs
Esin_bac_bin218	RiPP-like	RiPPs
Esin_bac_bin218	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin220	NRPS-like	NRPS
Esin_bac_bin222	betalactone	Others
Esin_bac_bin224	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin226	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin227	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin227	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin228	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin228	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin229	cyclic-lactone-autoinducer	RiPPs
Esin_bac_bin231	NRPS-like	NRPS
Esin_bac_bin232	NRPS-like	NRPS
Esin_bac_bin232	NRPS-like	NRPS
Esin_bac_bin233	NRPS-like	NRPS
Esin_bac_bin234	phosphonate	Others
Esin_bac_bin235	NRPS-like	NRPS
Esin_bac_bin235	NRPS-like	NRPS
Esin_bac_bin237	RiPP-like	RiPPs
Esin_bac_bin239	RRE-containing	RiPPs
Esin_bac_bin240	RRE-containing	RiPPs
Esin_bac_bin241	ranthipeptide	RiPPs
Esin_bac_bin243	RRE-containing	RiPPs
Esin_bac_bin244	arylpolyene	Others
Esin_bac_bin247	RRE-containing	RiPPs
Esin_bac_bin247	arylpolyene	Others
Esin_bac_bin247	RRE-containing	RiPPs
Esin_bac_bin248	RRE-containing	RiPPs
Esin_bac_bin248	RRE-containing	RiPPs
Esin_bac_bin250	RRE-containing	RiPPs
Esin_bac_bin252	lanthipeptide-class-i	RiPPs
Esin_bac_bin252	phosphonate	Others
Esin_bac_bin253	terpene	Terpene
Esin_bac_bin253	RRE-containing	RiPPs
Esin_bac_bin253	lanthipeptide-class-i	RiPPs
Esin_bac_bin256	RRE-containing	RiPPs
Esin_bac_bin257	RRE-containing	RiPPs
Esin_bac_bin258	phosphonate	Others
Esin_bac_bin259	RiPP-like	RiPPs
Esin_bac_bin259	RRE-containing	RiPPs
Esin_bac_bin260	RiPP-like	RiPPs
Esin_bac_bin261	phosphonate	Others
Esin_bac_bin262	RRE-containing	RiPPs
Esin_bac_bin265	arylpolyene	Others
Esin_bac_bin266	terpene	Terpene
Esin_bac_bin266	RiPP-like	RiPPs
Esin_bac_bin267	RiPP-like	RiPPs
Esin_bac_bin267	arylpolyene	Others
Esin_bac_bin268	terpene	Terpene
Esin_bac_bin268	RiPP-like	RiPPs
Esin_bac_bin270	phosphonate	Others
Esin_bac_bin270	phosphonate	Others
Esin_bac_bin270	betalactone	Others
Esin_bac_bin271	arylpolyene	Others
Esin_bac_bin271	RRE-containing	RiPPs
Esin_bac_bin271	terpene	Terpene
Esin_bac_bin271	arylpolyene	Others
Esin_bac_bin271	RRE-containing	RiPPs
Esin_bac_bin272	RRE-containing	RiPPs
Esin_bac_bin272	RRE-containing	RiPPs
Esin_bac_bin272	arylpolyene	Others
Esin_bac_bin273	RRE-containing	RiPPs
Esin_bac_bin273	terpene	Terpene
Esin_bac_bin273	arylpolyene	Others
Esin_bac_bin273	thiopeptide	RiPPs
Esin_bac_bin273	arylpolyene	Others
Esin_bac_bin273	RRE-containing	RiPPs
Esin_bac_bin274	arylpolyene	Others
Esin_bac_bin274	RRE-containing	RiPPs
Esin_bac_bin274	terpene	Terpene
Esin_bac_bin275	arylpolyene	Others
Esin_bac_bin275	RRE-containing	RiPPs
Esin_bac_bin276	terpene	Terpene
Esin_bac_bin276	RRE-containing	RiPPs
Esin_bac_bin276	RRE-containing	RiPPs
Esin_bac_bin277	terpene	Terpene
Esin_bac_bin277	arylpolyene	Others
Esin_bac_bin277	arylpolyene	Others
Esin_bac_bin277	terpene	Terpene
Esin_bac_bin277	RRE-containing	RiPPs
Esin_bac_bin278	phosphonate	Others
Esin_bac_bin278	RRE-containing	RiPPs
Esin_bac_bin278	RRE-containing	RiPPs
Esin_bac_bin279	RiPP-like	RiPPs
Esin_bac_bin279	RRE-containing	RiPPs
Esin_bac_bin279	RRE-containing	RiPPs
Esin_bac_bin279	arylpolyene	Others
Esin_bac_bin280	arylpolyene	Others
Esin_bac_bin280	RRE-containing	RiPPs
Esin_bac_bin280	RRE-containing	RiPPs
Esin_bac_bin281	terpene	Terpene
Esin_bac_bin281	RRE-containing	RiPPs
Esin_bac_bin282	hydrogen-cyanide	Others
Esin_bac_bin282	NRPS-like	NRPS
Esin_bac_bin282	betalactone	Others
Esin_bac_bin282	RiPP-like	RiPPs
Esin_bac_bin283	NRPS-like	NRPS
Esin_bac_bin284	NRPS-like	NRPS
Esin_bac_bin284	hydrogen-cyanide	Others
Esin_bac_bin285	arylpolyene	Others
Esin_bac_bin285	hydrogen-cyanide	Others
Esin_bac_bin285	NRPS-like	NRPS
Esin_bac_bin285	arylpolyene	Others
Esin_bac_bin285	NRPS	NRPS
Esin_bac_bin286	NRPS-like	NRPS
Esin_bac_bin286	hydrogen-cyanide	Others
Esin_bac_bin288	resorcinol.arylpolyene	Others
Esin_bac_bin288	RRE-containing	RiPPs
Esin_bac_bin288	betalactone	Others
Esin_bac_bin288	NRPS-like	NRPS
Esin_bac_bin289	RRE-containing	RiPPs
Esin_bac_bin289	arylpolyene	Others
Esin_bac_bin289	hydrogen-cyanide	Others
Esin_bac_bin290	arylpolyene	Others
Esin_bac_bin290	lanthipeptide-class-i	RiPPs
Esin_bac_bin290	arylpolyene	Others
Esin_bac_bin290	hydrogen-cyanide	Others
Esin_bac_bin292	arylpolyene	Others
Esin_bac_bin293	arylpolyene	Others
Esin_bac_bin293	arylpolyene	Others
Esin_bac_bin297	arylpolyene	Others
Esin_bac_bin297	arylpolyene	Others
Esin_bac_bin297	resorcinol.arylpolyene	Others
Esin_bac_bin298	arylpolyene	Others
Esin_bac_bin299	phosphonate	Others
Esin_bac_bin300	arylpolyene	Others
Esin_bac_bin300	resorcinol.arylpolyene	Others
Esin_bac_bin300	resorcinol	Others
Esin_bac_bin301	betalactone	Others
Esin_bac_bin301	arylpolyene	Others
Esin_bac_bin302	RRE-containing	RiPPs
Esin_bac_bin304	lanthipeptide-class-i	RiPPs
Esin_bac_bin307	RRE-containing	RiPPs
Esin_bac_bin307	phosphonate	Others
Esin_bac_bin309	RRE-containing	RiPPs
Esin_bac_bin309	RRE-containing	RiPPs
Esin_bac_bin310	RRE-containing	RiPPs
Esin_bac_bin311	arylpolyene	Others
Esin_bac_bin314	arylpolyene	Others
Esin_bac_bin314	RRE-containing	RiPPs
Esin_bac_bin314	arylpolyene	Others
Esin_bac_bin315	RRE-containing	RiPPs
Esin_bac_bin316	RRE-containing	RiPPs
Esin_bac_bin317	RRE-containing	RiPPs
Esin_bac_bin325	arylpolyene	Others
Esin_bac_bin325	arylpolyene	Others
Esin_bac_bin326	RRE-containing	RiPPs
Esin_bac_bin328	RRE-containing	RiPPs
Esin_bac_bin331	terpene	Terpene
Esin_bac_bin331	lanthipeptide-class-i	RiPPs
Esin_bac_bin332	terpene	Terpene
Esin_bac_bin332	hydrogen-cyanide	Others
Esin_bac_bin332	RRE-containing	RiPPs
Esin_bac_bin333	terpene	Terpene
Esin_bac_bin333	arylpolyene	Others
Esin_bac_bin333	arylpolyene	Others
Esin_bac_bin334	RRE-containing	RiPPs
Esin_bac_bin335	lanthipeptide-class-i	RiPPs
Esin_bac_bin335	lanthipeptide-class-i	RiPPs
Esin_bac_bin335	terpene	Terpene
Esin_bac_bin337	RRE-containing	RiPPs
Esin_bac_bin338	RiPP-like	RiPPs
Esin_bac_bin338	terpene	Terpene
Esin_bac_bin340	lanthipeptide-class-i	RiPPs
Esin_bac_bin341	arylpolyene	Others
Esin_bac_bin341	arylpolyene	Others
Esin_bac_bin341	arylpolyene	Others
Esin_bac_bin343	NRPS-like	NRPS
Esin_bac_bin345	hydrogen-cyanide	Others
Esin_bac_bin345	RRE-containing	RiPPs
Esin_bac_bin345	arylpolyene	Others
Esin_bac_bin345	lanthipeptide-class-i	RiPPs
Esin_bac_bin346	RiPP-like	RiPPs
Esin_bac_bin346	hydrogen-cyanide	Others
Esin_bac_bin346	RRE-containing	RiPPs
Esin_bac_bin348	hydrogen-cyanide	Others
Esin_bac_bin349	hydrogen-cyanide	Others
