BGC	NRPS	RiPPs	Terpene	Others	PKS-NRP_Hybrids	PKSother	PKSI
516	Esin_bac_bin442	1	0	0	1	0	1	0
517	Esin_bac_bin444	0	2	0	1	0	0	0
518	Esin_bac_bin445	0	0	0	2	0	0	0
519	Esin_bac_bin446	0	0	0	2	0	0	0
520	Esin_bac_bin447	0	0	2	2	0	0	0
521	Esin_bac_bin449	0	0	2	1	0	0	0
522	Esin_bac_bin450	0	1	2	0	0	0	0
523	Esin_bac_bin451	0	0	2	0	0	0	0
524	Pame_bac_bin002	1	0	2	2	0	1	1
525	Pame_bac_bin004	0	2	0	1	0	0	0
526	Pame_bac_bin007	0	0	0	2	0	0	0
527	Pame_bac_bin014	0	2	0	0	0	1	0
528	Pame_bac_bin015	1	0	0	0	0	1	0
529	Pame_bac_bin016	0	0	0	0	0	1	0
530	Pame_bac_bin017	0	0	0	0	0	1	0
531	Pame_bac_bin019	0	0	0	0	0	1	0
532	Pame_bac_bin020	0	3	0	2	0	0	0
533	Pame_bac_bin024	0	0	0	0	0	1	0
534	Pame_bac_bin025	0	0	0	0	0	1	0
535	Pame_bac_bin026	0	0	0	0	0	1	0
536	Pame_bac_bin027	0	0	0	0	0	1	0
537	Pame_bac_bin028	0	0	0	0	0	1	0
538	Pame_bac_bin029	0	1	0	0	0	0	0
539	Pame_bac_bin031	0	0	0	0	0	1	0
540	Pame_bac_bin032	0	0	0	0	0	1	0
541	Pame_bac_bin033	0	1	0	0	0	0	0
542	Pame_bac_bin034	0	0	0	1	0	1	0
543	Pame_bac_bin035	0	1	0	0	0	0	0
544	Pame_bac_bin036	0	1	0	0	0	0	0
545	Pame_bac_bin037	0	6	0	0	0	0	0
546	Pame_bac_bin038	0	1	0	0	0	0	0
547	Pame_bac_bin039	0	1	0	0	0	0	0
548	Pame_bac_bin040	0	1	0	1	0	0	0
549	Pame_bac_bin041	2	2	0	0	0	0	0
550	Pame_bac_bin042	0	1	0	1	0	0	0
551	Pame_bac_bin043	1	2	0	0	0	0	0
552	Pame_bac_bin044	0	2	0	0	0	0	0
553	Pame_bac_bin045	1	3	1	0	0	0	0
554	Pame_bac_bin046	0	2	0	0	0	0	0
555	Pame_bac_bin047	0	3	0	0	0	0	0
556	Pame_bac_bin048	1	3	0	0	0	0	0
557	Pame_bac_bin049	0	1	0	0	0	0	0
558	Pame_bac_bin051	0	1	0	1	0	0	0
559	Pame_bac_bin054	1	0	0	0	0	0	0
560	Pame_bac_bin055	0	1	0	2	0	0	0
561	Pame_bac_bin056	0	1	0	1	0	0	0
562	Pame_bac_bin057	0	1	0	0	0	0	0
563	Pame_bac_bin058	0	1	0	1	0	0	0
564	Pame_bac_bin059	0	1	0	0	0	0	0
565	Pame_bac_bin061	1	0	0	0	0	0	0
566	Pame_bac_bin062	0	1	0	0	0	0	0
567	Pame_bac_bin063	0	1	0	0	0	0	0
568	Pame_bac_bin064	0	2	0	0	0	0	0
569	Pame_bac_bin066	2	1	0	0	0	0	0
570	Pame_bac_bin067	0	2	0	0	0	0	0
571	Pame_bac_bin068	0	2	0	0	0	0	0
572	Pame_bac_bin069	0	1	0	0	0	0	0
573	Pame_bac_bin070	0	6	0	5	0	0	0
574	Pame_bac_bin071	0	2	0	0	0	0	0
575	Pame_bac_bin072	0	5	0	1	0	0	0
576	Pame_bac_bin073	0	4	0	0	0	0	0
577	Pame_bac_bin074	1	3	0	0	0	0	0
578	Pame_bac_bin075	0	4	0	1	0	0	0
579	Pame_bac_bin076	0	3	0	0	0	0	0
580	Pame_bac_bin077	1	2	0	0	0	0	0
581	Pame_bac_bin078	0	1	0	0	0	0	0
582	Pame_bac_bin079	0	4	0	0	0	0	0
583	Pame_bac_bin080	0	2	0	1	0	0	0
584	Pame_bac_bin081	0	6	0	0	0	0	0
585	Pame_bac_bin082	1	0	0	0	0	0	0
586	Pame_bac_bin083	1	3	0	2	0	0	0
587	Pame_bac_bin084	0	1	0	0	0	0	0
588	Pame_bac_bin085	0	3	0	0	0	0	0
589	Pame_bac_bin087	4	1	0	0	0	0	0
590	Pame_bac_bin088	0	1	0	0	0	0	0
591	Pame_bac_bin089	0	2	0	0	0	0	0
592	Pame_bac_bin090	0	3	0	0	0	0	0
593	Pame_bac_bin091	1	1	0	0	0	0	0
594	Pame_bac_bin093	0	1	0	0	0	0	0
595	Pame_bac_bin094	0	3	0	0	0	0	0
596	Pame_bac_bin095	0	2	0	0	0	0	0
597	Pame_bac_bin100	0	1	0	0	0	0	0
598	Pame_bac_bin102	0	1	0	1	0	0	0
599	Pame_bac_bin104	0	1	0	0	0	0	0
600	Pame_bac_bin105	0	1	0	1	0	0	0
601	Pame_bac_bin107	0	4	0	0	0	0	0
602	Pame_bac_bin110	1	1	0	0	0	0	0
603	Pame_bac_bin111	0	2	0	0	0	0	0
604	Pame_bac_bin113	0	3	0	0	0	0	0
605	Pame_bac_bin114	0	1	0	0	0	0	0
606	Pame_bac_bin115	0	2	0	1	0	0	0
607	Pame_bac_bin116	0	3	0	0	0	0	0
608	Pame_bac_bin117	1	1	0	0	0	0	0
609	Pame_bac_bin118	0	2	0	0	0	0	0
610	Pame_bac_bin120	0	1	0	0	0	0	0
611	Pame_bac_bin121	1	3	0	0	0	0	0
612	Pame_bac_bin123	1	1	0	0	0	0	0
613	Pame_bac_bin124	0	7	0	0	0	0	0
614	Pame_bac_bin125	0	0	0	1	0	0	0
615	Pame_bac_bin126	1	2	0	2	0	0	0
616	Pame_bac_bin127	0	1	0	1	0	0	0
617	Pame_bac_bin128	1	2	0	1	0	0	0
618	Pame_bac_bin130	0	1	0	0	0	0	0
619	Pame_bac_bin131	0	1	0	0	0	0	0
620	Pame_bac_bin132	1	0	0	0	0	0	0
621	Pame_bac_bin134	3	0	0	0	0	0	0
622	Pame_bac_bin135	0	4	0	0	0	0	0
623	Pame_bac_bin137	0	1	0	0	0	0	0
624	Pame_bac_bin138	1	0	0	0	0	0	0
625	Pame_bac_bin139	0	3	0	0	0	0	0
626	Pame_bac_bin140	0	1	0	1	0	0	0
627	Pame_bac_bin141	0	2	0	0	0	0	0
628	Pame_bac_bin142	0	1	0	0	0	0	0
629	Pame_bac_bin148	0	2	0	0	0	0	0
630	Pame_bac_bin150	0	1	0	0	0	0	0
631	Pame_bac_bin156	0	1	0	0	0	0	0
632	Pame_bac_bin157	0	2	0	0	0	0	0
633	Pame_bac_bin160	1	0	0	0	0	0	0
634	Pame_bac_bin162	0	1	1	2	0	0	0
635	Pame_bac_bin167	0	0	0	1	0	0	0
636	Pame_bac_bin169	0	0	0	0	0	1	0
637	Pame_bac_bin173	0	1	0	0	0	0	0
638	Pame_bac_bin175	0	1	0	0	0	0	0
639	Pame_bac_bin179	0	1	0	0	0	0	0
640	Pame_bac_bin180	0	1	0	0	0	0	0
641	Pame_bac_bin181	0	2	0	0	0	0	0
642	Pame_bac_bin182	0	1	0	1	0	0	0
643	Pame_bac_bin183	0	0	0	1	0	0	0
644	Pame_bac_bin185	0	2	0	0	0	0	0
645	Pame_bac_bin186	0	2	0	0	0	0	0
646	Pame_bac_bin187	0	1	0	1	0	0	0
647	Pame_bac_bin188	0	3	1	3	0	0	0
648	Pame_bac_bin189	0	1	0	2	0	0	0
649	Pame_bac_bin190	0	1	0	3	0	0	0
650	Pame_bac_bin191	0	1	0	0	0	0	0
651	Pame_bac_bin192	0	1	0	1	0	0	0
652	Pame_bac_bin193	1	0	0	2	0	0	0
653	Pame_bac_bin194	0	1	0	3	0	0	0
654	Pame_bac_bin195	0	2	0	2	0	0	0
655	Pame_bac_bin196	0	0	0	3	0	0	0
656	Pame_bac_bin197	0	5	1	2	0	0	0
657	Pame_bac_bin198	0	1	0	0	0	0	0
658	Pame_bac_bin199	0	2	0	3	0	0	0
659	Pame_bac_bin200	0	1	0	0	0	1	0
660	Pame_bac_bin201	0	0	0	2	0	0	0
661	Pame_bac_bin202	0	2	0	0	0	0	0
662	Pame_bac_bin203	0	0	0	1	0	0	0
663	Pame_bac_bin204	0	2	0	1	0	0	0
664	Pame_bac_bin205	0	0	0	2	0	0	0
665	Pame_bac_bin206	0	1	0	0	0	0	0
666	Pame_bac_bin207	0	0	0	1	0	0	0
667	Pame_bac_bin208	0	0	0	2	0	0	0
668	Pame_bac_bin209	0	0	0	0	0	1	0
669	Pame_bac_bin210	0	2	0	0	0	1	0
670	Pame_bac_bin212	0	1	0	0	0	0	0
671	Pame_bac_bin213	0	1	0	0	0	2	0
672	Pame_bac_bin215	0	0	0	0	0	1	0
673	Pame_bac_bin216	0	0	0	0	0	2	0
674	Pame_bac_bin217	0	0	0	1	0	0	0
675	Pame_bac_bin220	0	1	0	0	0	0	0
676	Pame_bac_bin221	1	0	0	0	0	0	0
677	Pame_bac_bin222	0	0	0	2	0	0	0
678	Pame_bac_bin223	0	2	1	2	0	0	0
679	Pame_bac_bin224	0	2	0	1	0	0	0
680	Pame_bac_bin225	0	0	0	1	0	0	0
681	Pame_bac_bin226	0	0	0	3	0	0	0
682	Pame_bac_bin227	0	0	0	1	0	0	0
683	Pame_bac_bin228	0	0	0	1	0	0	0
684	Pame_bac_bin229	0	0	0	2	0	0	0
685	Pame_bac_bin230	0	0	0	1	0	0	0
686	Pame_bac_bin231	0	0	0	1	0	0	0
687	Pame_bac_bin232	0	0	0	1	0	0	0
688	Pame_bac_bin233	0	0	0	1	0	0	0
689	Pame_bac_bin234	0	0	0	2	0	0	0
690	Pame_bac_bin235	0	0	0	1	0	0	0
691	Pame_bac_bin236	0	0	0	2	0	0	0
692	Pame_bac_bin237	0	0	0	2	0	0	0
693	Pame_bac_bin238	0	0	0	1	0	0	0
694	Pame_bac_bin240	0	0	0	2	0	0	0
695	Pame_bac_bin241	0	0	0	0	0	1	0
696	Pame_bac_bin243	0	0	0	1	0	1	0
697	Pame_bac_bin245	0	0	0	2	0	0	0
698	Pame_bac_bin247	0	0	0	1	0	0	0
699	Pame_bac_bin248	0	0	0	1	0	0	0
700	Pame_bac_bin250	0	1	0	1	0	0	1
701	Pame_bac_bin251	0	1	0	0	0	0	0
702	Pame_bac_bin255	0	1	0	0	0	0	0
703	Pame_bac_bin258	0	1	0	1	0	0	0
704	Pame_bac_bin259	0	1	0	0	0	0	0
705	Pame_bac_bin260	0	1	0	3	0	0	0
706	Pame_bac_bin261	0	0	0	1	0	0	0
707	Pame_bac_bin262	0	0	0	1	0	0	0
708	Pame_bac_bin263	0	0	0	1	0	0	0
709	Pame_bac_bin264	0	0	0	1	0	0	0
710	Pame_bac_bin267	0	0	0	1	0	0	0
711	Pame_bac_bin271	0	2	0	0	0	0	0
712	Pame_bac_bin272	0	1	1	2	0	0	0
713	Pame_bac_bin273	0	1	1	2	0	0	0
714	Pame_bac_bin274	0	0	0	1	0	0	0
715	Pame_bac_bin275	0	3	1	1	0	0	0
716	Pame_bac_bin276	0	0	0	2	0	0	0
717	Pame_bac_bin277	0	0	2	3	0	0	0
718	Pame_bac_bin278	0	1	0	0	0	0	0
719	Pame_bac_bin279	0	0	1	0	0	0	0
720	Pame_bac_bin281	0	1	1	0	0	0	0
721	Pame_bac_bin284	0	0	1	1	0	0	0
722	Pame_bac_bin285	0	1	0	1	0	0	0
723	Pame_bac_bin286	0	0	1	1	0	0	0
724	Pame_bac_bin287	0	0	0	1	0	0	0
725	Pame_bac_bin289	0	0	1	2	0	0	0
726	Pame_bac_bin291	0	0	0	1	0	0	0
727	Pame_bac_bin292	0	0	1	2	0	0	0
728	Pame_bac_bin293	0	3	1	4	0	0	0
729	Pame_bac_bin294	0	0	1	2	0	0	0
730	Pame_bac_bin295	0	1	0	4	0	0	0
731	Pame_bac_bin296	0	1	0	2	0	0	0
732	Pame_bac_bin297	0	0	0	1	0	0	0
733	Pame_bac_bin299	0	1	0	1	0	0	0
734	Pame_bac_bin301	0	0	0	1	0	0	0
735	Pame_bac_bin302	0	1	0	2	0	0	0
736	Pame_bac_bin303	0	1	0	0	0	0	0
737	Pame_bac_bin304	0	1	0	2	0	0	0
738	Pame_bac_bin305	0	1	0	0	0	0	0
739	Pame_bac_bin306	0	0	0	3	0	0	0
740	Pame_bac_bin307	0	0	0	3	0	0	0
741	Pame_bac_bin308	0	0	0	2	0	0	0
742	Pame_bac_bin311	1	0	0	1	0	0	0
743	Pame_bac_bin312	1	0	0	3	0	0	0
744	Pame_bac_bin313	0	0	0	2	0	0	0
745	Pame_bac_bin314	1	0	0	1	0	0	0
746	Pame_bac_bin316	0	0	0	1	0	0	0
747	Pame_bac_bin317	1	0	0	1	0	0	0
748	Pame_bac_bin318	0	0	0	2	0	0	0
749	Pame_bac_bin319	1	0	0	2	0	0	0
750	Pame_bac_bin320	1	2	0	1	0	0	0
751	Pame_bac_bin321	0	0	0	6	0	0	0
752	Pame_bac_bin322	0	0	0	3	0	0	0
753	Pame_bac_bin323	0	1	0	4	0	0	0
754	Pame_bac_bin324	0	1	0	0	0	0	0
755	Pame_bac_bin327	0	0	0	1	0	0	0
756	Pame_bac_bin328	0	2	0	1	0	2	0
757	Pame_bac_bin329	0	2	0	0	0	0	0
758	Pame_bac_bin330	0	2	0	0	0	0	0
759	Pame_bac_bin331	0	2	0	3	0	0	0
760	Pame_bac_bin332	0	1	0	0	0	1	0
761	Pame_bac_bin333	0	1	0	0	0	1	0
762	Pame_bac_bin334	0	0	0	2	0	0	0
763	Pame_bac_bin335	0	0	0	2	0	0	0
764	Pame_bac_bin336	0	0	0	3	0	0	0
765	Pame_bac_bin337	1	2	0	0	0	0	0
766	Pame_bac_bin338	1	2	0	1	0	0	2
767	Pame_bac_bin339	1	2	0	3	0	0	1
768	Pame_bac_bin340	0	1	0	2	0	0	0
769	Pame_bac_bin341	0	2	0	2	0	0	1
770	Pame_bac_bin342	1	2	0	4	0	0	0
771	Pame_bac_bin343	0	1	0	0	0	0	0
772	Pame_bac_bin344	0	0	0	1	0	0	0
773	Pame_bac_bin345	1	1	0	0	0	0	0
774	Pame_bac_bin346	1	2	0	1	0	0	0
775	Pame_bac_bin347	0	1	0	2	0	0	1
776	Pame_bac_bin349	1	0	0	0	0	0	0
777	Pame_bac_bin350	1	2	0	0	1	0	0
778	Pame_bac_bin351	0	2	0	1	0	0	1
779	Pame_bac_bin352	0	1	0	1	0	0	0
780	Pame_bac_bin353	0	2	0	1	0	0	0
781	Pame_bac_bin354	0	2	0	3	0	0	0
782	Pame_bac_bin355	0	1	0	0	0	0	0
783	Pame_bac_bin356	0	0	0	2	0	0	0
784	Pame_bac_bin357	0	0	0	1	0	0	0
785	Pame_bac_bin358	0	0	0	1	0	0	0
786	Pame_bac_bin359	1	2	0	1	0	1	0
787	Pame_bac_bin360	0	0	0	0	0	2	0
788	Pame_bac_bin361	0	0	0	2	0	0	0
789	Pame_bac_bin362	0	0	0	1	0	0	0
790	Pame_bac_bin363	1	1	0	0	0	0	0
791	Pame_bac_bin364	1	1	0	0	0	0	0
792	Pame_bac_bin369	0	1	0	0	0	0	0
793	Pame_bac_bin373	0	0	4	0	0	0	0
794	Pame_bac_bin374	0	1	4	0	0	0	1
795	Pame_bac_bin375	2	1	3	0	0	0	0
796	Pame_bac_bin376	0	1	0	0	0	0	0
797	Pame_bac_bin377	0	1	0	1	0	0	0
798	Pame_bac_bin378	3	1	0	0	0	0	0
799	Pame_bac_bin379	0	1	0	1	0	0	0
800	Pame_bac_bin380	0	2	0	0	0	0	0
801	Pame_bac_bin381	2	2	0	1	0	0	0
802	Pame_bac_bin386	0	0	0	1	0	0	0
803	Pame_bac_bin388	0	0	1	0	0	0	0
804	Pame_bac_bin389	0	0	1	0	0	0	0
805	Pame_bac_bin390	0	1	0	0	0	0	0
806	Pame_bac_bin391	0	0	0	1	0	0	0
807	Pame_bac_bin392	0	0	1	1	0	0	0
808	Pame_bac_bin393	0	2	2	0	0	0	0
809	Pame_bac_bin394	0	1	0	2	0	0	0
810	Pame_bac_bin395	0	2	0	2	0	0	0
811	Pame_bac_bin396	0	1	0	3	0	0	0
812	Pame_bac_bin397	3	4	0	8	0	0	0
813	Pame_bac_bin398	5	4	1	7	0	0	0
814	Pame_bac_bin399	1	0	0	0	0	1	0
815	Pame_bac_bin401	0	0	0	1	0	0	0
816	Pame_bac_bin404	0	0	0	1	0	0	0
817	Pame_bac_bin405	0	1	0	0	0	0	0
818	Pame_bac_bin407	2	0	0	0	0	0	0
819	Pame_bac_bin408	0	1	0	0	0	0	0
820	Pame_bac_bin409	0	0	0	1	0	0	0
821	Pame_bac_bin410	0	0	0	1	0	1	0
822	Pame_bac_bin411	1	0	0	1	0	1	0
823	Pame_bac_bin412	0	0	0	1	0	0	0
824	Pame_bac_bin414	0	1	0	0	0	0	0
825	Pame_bac_bin415	1	0	3	0	0	0	0
826	Pame_bac_bin416	0	0	2	0	0	0	0
827	Pful_bac_bin001	0	1	2	0	0	1	1
828	Pful_bac_bin003	1	1	0	0	0	0	0
829	Pful_bac_bin009	1	1	0	0	0	0	0
830	Pful_bac_bin010	0	2	0	0	0	0	0
831	Pful_bac_bin011	1	0	0	0	0	0	0
832	Pful_bac_bin012	1	4	0	0	0	0	0
833	Pful_bac_bin013	2	2	0	0	0	0	0
834	Pful_bac_bin014	1	3	0	0	0	0	0
835	Pful_bac_bin015	1	2	1	0	0	0	0
836	Pful_bac_bin016	0	2	0	1	0	0	0
837	Pful_bac_bin017	0	1	0	1	0	0	0
838	Pful_bac_bin018	0	1	0	0	0	0	0
839	Pful_bac_bin019	1	2	0	0	0	0	0
840	Pful_bac_bin020	0	3	0	0	0	0	0
841	Pful_bac_bin021	0	1	0	0	0	0	0
842	Pful_bac_bin022	0	0	0	1	0	0	0
843	Pful_bac_bin023	0	2	0	0	0	0	0
844	Pful_bac_bin024	0	1	0	0	0	0	0
845	Pful_bac_bin025	0	3	0	0	0	0	0
846	Pful_bac_bin026	1	1	0	0	0	0	0
847	Pful_bac_bin027	0	1	0	0	0	0	0
848	Pful_bac_bin029	2	0	0	1	0	0	0
849	Pful_bac_bin030	0	1	0	0	0	0	0
850	Pful_bac_bin031	0	2	0	0	0	0	0
851	Pful_bac_bin033	0	2	0	0	0	0	0
852	Pful_bac_bin034	0	3	0	0	0	0	0
853	Pful_bac_bin035	0	1	0	0	0	0	0
854	Pful_bac_bin036	0	1	0	0	0	0	0
855	Pful_bac_bin037	0	1	0	0	0	0	0
856	Pful_bac_bin038	0	2	0	1	0	0	0
857	Pful_bac_bin040	0	1	0	1	0	0	0
858	Pful_bac_bin042	0	4	1	1	0	0	0
859	Pful_bac_bin043	0	2	0	2	0	0	0
860	Pful_bac_bin044	1	2	0	0	0	0	0
861	Pful_bac_bin046	1	2	0	0	0	0	0
862	Pful_bac_bin047	1	0	0	0	0	0	0
863	Pful_bac_bin048	0	3	0	0	0	0	0
864	Pful_bac_bin049	0	2	0	1	0	0	0
865	Pful_bac_bin051	0	1	0	0	0	0	0
866	Pful_bac_bin052	0	4	0	0	0	0	0
867	Pful_bac_bin053	0	2	0	0	0	0	0
868	Pful_bac_bin054	0	4	1	0	0	0	0
869	Pful_bac_bin055	0	4	0	0	0	0	0
870	Pful_bac_bin056	0	4	1	1	0	0	0
871	Pful_bac_bin057	0	1	0	0	0	0	0
872	Pful_bac_bin058	0	1	0	0	0	0	0
873	Pful_bac_bin059	0	2	0	0	0	0	0
874	Pful_bac_bin060	0	3	0	0	0	0	0
875	Pful_bac_bin061	1	5	0	0	0	0	0
876	Pful_bac_bin062	0	4	0	0	0	0	0
877	Pful_bac_bin063	4	9	0	0	0	1	0
878	Pful_bac_bin064	0	3	0	0	0	0	0
879	Pful_bac_bin065	0	3	0	3	0	0	0
880	Pful_bac_bin067	0	2	0	0	0	0	0
881	Pful_bac_bin068	0	6	0	0	0	0	0
882	Pful_bac_bin069	0	2	0	2	0	0	0
883	Pful_bac_bin070	1	3	0	0	0	0	0
884	Pful_bac_bin071	0	2	0	0	0	0	0
885	Pful_bac_bin072	0	3	0	0	0	0	0
886	Pful_bac_bin073	0	3	0	0	0	0	0
887	Pful_bac_bin074	2	5	0	1	0	0	0
888	Pful_bac_bin075	0	1	0	0	0	0	0
889	Pful_bac_bin076	0	2	0	1	0	0	0
890	Pful_bac_bin077	0	2	0	0	0	0	0
891	Pful_bac_bin078	0	1	0	0	0	0	0
892	Pful_bac_bin079	0	3	0	0	0	0	0
893	Pful_bac_bin080	0	1	0	0	0	0	0
894	Pful_bac_bin081	1	0	0	0	0	0	0
895	Pful_bac_bin082	0	1	0	1	0	0	0
896	Pful_bac_bin083	1	2	0	0	0	0	0
897	Pful_bac_bin084	1	2	0	0	0	0	0
898	Pful_bac_bin085	1	2	0	0	0	0	0
899	Pful_bac_bin086	0	2	0	0	0	0	0
900	Pful_bac_bin087	0	1	0	0	0	0	0
901	Pful_bac_bin088	0	1	0	0	0	0	0
902	Pful_bac_bin089	0	1	0	1	0	0	0
903	Pful_bac_bin090	1	1	0	0	0	0	0
904	Pful_bac_bin092	0	1	0	0	0	0	0
905	Pful_bac_bin094	0	0	0	1	0	0	0
906	Pful_bac_bin095	0	3	0	0	0	0	0
907	Pful_bac_bin096	0	1	0	1	0	0	0
908	Pful_bac_bin097	0	2	0	0	0	0	0
909	Pful_bac_bin098	0	2	0	0	0	0	0
910	Pful_bac_bin099	0	1	0	0	0	0	0
911	Pful_bac_bin100	0	2	0	0	0	0	0
912	Pful_bac_bin101	0	1	0	0	0	0	0
913	Pful_bac_bin102	0	2	0	0	0	0	0
914	Pful_bac_bin103	0	4	0	0	0	0	0
915	Pful_bac_bin104	0	3	0	0	0	0	0
916	Pful_bac_bin105	3	1	0	0	0	0	0
917	Pful_bac_bin106	0	3	0	0	0	0	0
918	Pful_bac_bin107	2	2	0	0	0	0	0
919	Pful_bac_bin108	0	4	0	0	0	0	0
920	Pful_bac_bin109	0	1	0	0	0	0	0
921	Pful_bac_bin110	0	1	0	0	0	0	0
922	Pful_bac_bin111	0	1	0	0	0	0	0
923	Pful_bac_bin113	1	4	0	0	2	0	0
924	Pful_bac_bin114	0	2	0	1	0	0	0
925	Pful_bac_bin115	0	1	0	0	0	0	0
926	Pful_bac_bin117	2	0	0	0	0	0	0
927	Pful_bac_bin118	1	7	0	1	0	0	0
928	Pful_bac_bin119	0	1	0	0	0	0	0
929	Pful_bac_bin121	0	1	0	1	0	0	0
930	Pful_bac_bin122	0	1	0	1	0	0	0
931	Pful_bac_bin123	1	4	0	0	0	0	0
932	Pful_bac_bin124	0	0	0	1	0	0	0
933	Pful_bac_bin126	0	1	0	0	0	0	0
934	Pful_bac_bin127	1	2	0	1	0	0	0
935	Pful_bac_bin128	0	2	0	0	0	0	0
936	Pful_bac_bin129	1	0	0	0	0	0	0
937	Pful_bac_bin130	0	4	0	0	0	0	0
938	Pful_bac_bin131	0	1	0	0	0	0	0
939	Pful_bac_bin132	0	5	0	0	0	0	0
940	Pful_bac_bin133	2	0	0	0	0	0	0
941	Pful_bac_bin134	0	2	0	0	0	0	0
942	Pful_bac_bin138	0	2	0	0	0	1	0
943	Pful_bac_bin139	0	1	0	0	0	1	0
944	Pful_bac_bin142	0	2	1	0	0	1	0
945	Pful_bac_bin144	0	1	0	0	0	1	0
946	Pful_bac_bin145	0	0	0	0	0	1	0
947	Pful_bac_bin146	0	0	0	0	0	1	0
948	Pful_bac_bin147	0	0	0	0	0	1	0
949	Pful_bac_bin148	0	3	0	0	0	1	0
950	Pful_bac_bin149	0	0	0	0	0	1	0
951	Pful_bac_bin150	0	0	0	1	0	0	0
952	Pful_bac_bin151	0	0	0	0	0	1	0
953	Pful_bac_bin153	0	0	0	0	0	1	0
954	Pful_bac_bin155	0	2	0	0	0	0	0
955	Pful_bac_bin156	0	1	0	0	0	0	0
956	Pful_bac_bin157	0	2	0	0	0	0	0
957	Pful_bac_bin158	0	1	0	0	0	0	0
958	Pful_bac_bin161	1	0	0	0	0	0	0
959	Pful_bac_bin162	0	2	0	0	0	0	0
960	Pful_bac_bin163	1	5	0	0	0	0	0
961	Pful_bac_bin164	0	3	0	0	0	0	0
962	Pful_bac_bin166	0	1	0	0	0	0	0
963	Pful_bac_bin167	0	1	0	0	0	0	0
964	Pful_bac_bin168	0	5	0	0	0	0	0
965	Pful_bac_bin169	0	2	0	0	0	0	0
966	Pful_bac_bin170	1	1	0	0	0	0	0
967	Pful_bac_bin172	0	2	0	0	0	0	0
968	Pful_bac_bin175	0	1	0	0	0	0	0
969	Pful_bac_bin176	0	1	0	0	0	0	0
970	Pful_bac_bin177	0	1	0	0	0	0	0
971	Pful_bac_bin178	0	1	0	0	0	0	0
972	Pful_bac_bin180	1	0	0	0	0	0	0
973	Pful_bac_bin181	0	1	1	0	0	1	0
974	Pful_bac_bin185	0	2	0	0	0	0	0
975	Pful_bac_bin186	0	1	0	0	0	0	0
976	Pful_bac_bin188	0	1	0	0	0	0	0
977	Pful_bac_bin189	0	1	0	0	0	0	0
978	Pful_bac_bin191	0	0	0	1	0	0	0
979	Pful_bac_bin192	0	1	0	1	0	0	0
980	Pful_bac_bin196	0	1	0	0	0	0	0
981	Pful_bac_bin197	0	3	0	2	0	0	0
982	Pful_bac_bin198	0	2	0	2	0	0	0
983	Pful_bac_bin199	0	3	0	2	0	0	0
984	Pful_bac_bin200	0	2	0	3	0	0	0
985	Pful_bac_bin201	0	0	0	2	0	0	0
986	Pful_bac_bin202	0	0	0	4	0	0	0
987	Pful_bac_bin203	0	0	0	2	0	0	0
988	Pful_bac_bin204	0	1	0	1	0	0	0
989	Pful_bac_bin205	0	5	0	2	0	0	0
990	Pful_bac_bin206	0	2	0	1	0	0	0
991	Pful_bac_bin208	0	2	0	3	0	0	0
992	Pful_bac_bin209	0	1	0	2	0	0	0
993	Pful_bac_bin210	0	4	0	1	0	0	0
994	Pful_bac_bin211	0	1	0	2	0	0	0
995	Pful_bac_bin213	0	1	0	0	0	0	0
996	Pful_bac_bin214	0	2	0	1	0	0	0
997	Pful_bac_bin215	0	1	0	0	0	0	0
998	Pful_bac_bin216	0	0	0	1	0	0	0
999	Pful_bac_bin217	0	1	0	0	0	0	0
1000	Pful_bac_bin218	0	1	0	0	0	0	0
1001	Pful_bac_bin219	0	1	0	0	0	1	0
1002	Pful_bac_bin222	0	1	0	0	0	0	0
1003	Pful_bac_bin223	0	0	0	0	0	2	0
1004	Pful_bac_bin225	0	1	0	1	0	1	0
1005	Pful_bac_bin227	0	0	0	1	0	0	0
1006	Pful_bac_bin228	0	2	0	1	0	0	0
1007	Pful_bac_bin230	2	0	0	0	0	1	0
1008	Pful_bac_bin234	0	1	0	0	0	0	0
1009	Pful_bac_bin235	0	1	0	0	0	0	0
1010	Pful_bac_bin236	1	0	0	1	0	0	0
1011	Pful_bac_bin237	0	0	0	1	0	0	0
1012	Pful_bac_bin238	0	0	1	0	0	0	0
1013	Pful_bac_bin239	0	1	0	3	0	0	0
1014	Pful_bac_bin240	0	1	0	2	0	0	0
1015	Pful_bac_bin241	0	1	0	1	0	0	0
1016	Pful_bac_bin242	0	0	0	2	0	0	0
1017	Pful_bac_bin243	0	0	0	2	0	0	0
1018	Pful_bac_bin245	0	0	0	3	0	0	0
1019	Pful_bac_bin246	0	0	0	2	0	0	0
1020	Pful_bac_bin247	0	0	0	2	0	0	0
1021	Pful_bac_bin248	0	0	0	2	0	0	0
1022	Pful_bac_bin251	0	1	0	1	0	0	0
1023	Pful_bac_bin252	0	0	0	2	0	0	0
1024	Pful_bac_bin253	0	0	0	1	0	0	0
1025	Pful_bac_bin254	0	0	0	1	0	0	0
1026	Pful_bac_bin255	0	0	0	2	0	0	0
1027	Pful_bac_bin257	0	1	0	3	0	1	0
1028	Pful_bac_bin259	1	2	0	2	0	0	0
1029	Pful_bac_bin261	0	0	0	1	0	0	0
1030	Pful_bac_bin262	0	0	0	2	0	0	0
