OG	Pame	Pful	Esin	Bger	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6
OG0005740	Pame_17210.t4	Pful_1260.t5	Esin_13815-PA	Bger_12238.t2	3.94049	8.32968	3.05656	3.55414	10.8294	4.22859	13.1672	8.60318	5.59728	5.86635	21.4781	4.00546	1.57402	0.829523	0.654735	0.795469	1.26033	1.81667	7.70141	5.34951	8.92207	5.35342	11.0368	2.39976
OG0005742	Pame_05098.t1	Pful_1846.t1	Esin_07070-PA	Bger_12241.t1	1.0271	1.85694	1.77913	0.688002	1.44147	1.89534	0.617812	0.677269	0.554899	0.317168	0.816306	0.10306	0.084714	0.065057	0.038453	0.096974	0.035737	0.099366	14.202	8.67531	14.5603	10.5195	17.3622	10.0007
OG0005743	Pame_05096.t1	Pful_1844.t1	Esin_07068-PA	Bger_12243.t1	64.7752	68.1034	29.3561	57.3983	54.7805	40.4836	44.7508	47.8159	24.7085	50.0441	25.8604	27.4418	124.951	147.11	72.0806	103.333	45.1013	143.369	86.3612	61.7851	60.6129	81.0883	108.557	66.5053
OG0005744	Pame_05097.t1	Pful_1845.t1	Esin_07069-PA	Bger_12242.t1	21.5583	19.4989	16.423	24.3706	22.7708	22.0527	28.3778	32.6294	8.45107	27.9981	9.82097	9.82803	81.6713	120.195	56.034	56.6752	40.5157	98.0668	75.3873	66.2862	116.465	146.299	235.855	76.2547
OG0005745	Pame_17209.t1	Pful_1261.t1	Esin_13822-PA	Bger_12244.t1	3.34376	2.74991	2.94445	2.65137	2.46814	2.36732	8.93685	7.73931	5.98993	7.26948	8.54905	4.85108	9.35854	6.50268	5.15869	6.77766	8.23489	11.7925	6.80596	5.801	7.90249	7.29142	13.2758	4.1289
OG0005746	Pame_17207.t1	Pful_1265.t4	Esin_13824-PA	Bger_12249.t1	20.5357	44.3511	10.3467	23.4142	35.6913	16.2216	24.2773	32.7067	10.0328	13.4185	42.2138	14.2836	92.7939	79.8809	28.5654	63.8782	93.8857	118.858	148.581	44.3413	50.5448	36.6102	136.079	40.0109
OG0005747	Pame_17201.t1	Pful_1268.t1	Esin_13829-PA	Bger_12257.t1	0.122037	0.147877	0	0.143732	0.245775	0.137872	0.173534	0.382	0	0.251067	0.549081	0.099717	0.768139	1.50201	0.102323	0.6677	0.152008	1.18036	0.497792	0.944727	0.750496	0.556033	0.955379	0.473664
OG0005748	Pame_17308.t1	Pful_1176.t1	Esin_13830-PA	Bger_12258.t2	17.2375	11.7219	9.12017	15.077	4.69402	12.6807	23.8409	16.1058	12.9603	21.5966	10.6051	14.6107	2.05963	2.11188	1.37261	1.93627	1.65131	3.33849	3.87455	5.24806	4.8172	5.58791	5.92836	2.66531
OG0005749	Pame_17306.t1	Pful_1178.t2	Esin_13861-PA	Bger_12260.t2	190.725	204.639	160.678	112.138	225.08	149.115	140.107	143.087	112.01	138.29	183.291	81.89	61.3165	55.6981	38.35	35.6567	56.1095	55.178	311.854	239.019	290.673	175.271	243.99	295.169
OG0005750	Pame_17195.t1	Pful_1276.t1	Esin_13848-PA	Bger_12261.t1	12.3542	16.1844	5.05502	13.7524	5.62179	5.53727	10.8417	6.84774	3.74001	10.7201	4.31578	5.61157	28.4958	7.96621	10.2852	18.5703	21.4302	10.1423	8.87439	10.0295	10.2878	10.1463	11.173	4.54841
OG0005751	Pame_17194.t1	Pful_1278.t1	Esin_13849-PA	Bger_12264.t1	20.9234	18.9861	11.0745	9.66011	17.5629	9.43335	11.2366	11.0483	6.95107	7.45668	11.1337	4.95688	19.9825	25.1248	13.1501	12.7608	21.548	34.2174	6.78492	8.51242	8.81609	7.27541	8.45493	5.97943
OG0005752	Pame_17193.t1	Pful_1279.t2	Esin_13851-PA	Bger_12265.t1	0	0.020197	0.033612	0.013355	0.033341	0.055851	0.049304	0	0.028237	0.010908	0	0.010905	2.29093	1.70381	1.29556	1.32074	1.97264	2.04408	13.5403	2.79555	0.439528	5.56326	3.87098	5.20832
OG0005753	Pame_17463.t1	Pful_1022.t1	Esin_13856-PA	Bger_12270.t3	8.70303	8.93695	7.45167	8.10562	7.19286	7.37	7.0171	6.32693	7.29085	7.00725	9.68182	6.5263	13.7503	8.63377	5.06608	5.49354	14.6527	10.6796	17.3026	12.4697	11.768	15.1791	15.9598	12.159
OG0005754	Pame_07518.t1	Pful_20723.t1	Esin_18628-PA	Bger_12271.t1	32.5445	25.5146	20.0956	27.3775	28.6293	25.0596	32.0328	22.8286	20.6256	22.562	29.5454	17.5238	2.89647	2.32493	1.28698	1.43559	2.60695	3.79971	11.7921	7.35921	9.75953	8.55958	15.6076	6.50917
OG0005755	Pame_17464.t1	Pful_1021.t1	Esin_13862-PA	Bger_12273.t1	7.40791	11.0664	9.04493	6.94675	5.06126	6.18879	9.17087	9.82344	7.54909	6.24233	9.52266	7.32108	0	0	0	0	0	0	85.3118	55.914	67.6814	55.8649	89.7746	62.3428
OG0005756	Pame_17196.t1	Pful_1274.t1	Esin_13846-PA	Bger_12274.t1	10.5359	13.9492	10.2723	10.2424	6.4323	9.24722	10.902	13.7613	13.933	10.0998	11.5926	10.5128	21.8549	13.5881	4.65717	7.89322	24.8598	13.6999	45.428	34.1365	34.1919	45.5445	57.3595	30.8042
OG0005757	Pame_17199.t1	Pful_1271.t2	Esin_13844-PA	Bger_12275.t1	119.025	136.572	121.573	125.884	169.611	152.976	120.01	119.709	79.118	87.0982	107.027	84.3889	42.3472	43.3277	22.562	24.0399	49.5171	61.1046	82.3159	52.6365	59.3368	62.3389	87.7609	57.6904
OG0005758	Pame_17200.t1	Pful_1269.t1	Esin_13843-PA	Bger_12276.t2	12.0115	17.491	6.98677	9.88551	10.7805	8.25053	9.47421	6.81484	11.5163	16.3852	8.18773	10.7128	71.0847	40.2416	31.1707	32.3745	52.3493	33.3653	18.8587	17.0786	12.3633	26.2119	22.2875	13.7954
OG0005759	Pame_17311.t1	Pful_1169.t1	Esin_13854-PA	Bger_12277.t1	0.562255	0.169197	0.416133	0	0.574687	0.159804	0	0.100424	0.102945	0	0.086641	0	46.4131	46.4143	18.3502	28.7993	66.8929	69.3722	1.02875	1.67864	0.798407	0.158927	1.47341	0.33402
OG0005760	Pame_17309.t1	Pful_1174.t1	Esin_13855-PA	Bger_12278.t1	136.729	171.398	96.7226	132.964	126.86	101.857	168.573	152.805	148.848	151.415	157.032	144.777	48.9939	29.4067	22.8482	22.5991	48.0049	46.4251	28.9195	38.876	40.2861	81.779	74.6206	29.0013
OG0005761	Pame_17313.t1	Pful_1165.t1	Esin_13852-PA	Bger_12281.t1	74.256	82.7317	79.533	57.1742	95.224	73.2811	87.7724	103.26	75.5995	72.7434	107.26	49.7137	22.3395	19.8191	9.39918	14.9838	19.9217	23.2047	168.884	142.807	167.946	164.612	205.561	139.342
OG0005762	Pame_12217.t1	Pful_13963.t1	Esin_14239-PA	Bger_12288.t1	8.25401	10.1995	6.85531	8.04326	8.7657	8.1283	10.2689	8.8816	4.75762	8.45644	11.0362	5.5376	7.824	7.07767	3.3185	5.17493	7.04172	9.65394	10.4311	8.85698	9.96026	8.84422	17.6003	4.0011
OG0005763	Pame_12216.t1	Pful_13964.t1	Esin_14237-PA	Bger_12289.t2	52.4828	32.5533	45.4033	36.0011	23.7907	49.1785	67.8396	77.7767	58.3615	38.4688	35.4464	38.5899	12.8889	16.2659	10.6662	7.24995	10.8427	16.7435	8.21181	15.9718	35.0442	16.3619	27.3314	2.94456
OG0005764	Pame_12212.t1	Pful_13968.t2	Esin_14244-PA	Bger_12293.t1	8.09719	11.0816	4.31789	8.80586	9.35614	7.61508	8.12054	9.31287	4.7837	7.54082	8.97557	4.84511	15.0219	12.5411	5.30779	10.2234	13.7011	17.8595	5.83861	2.69536	3.18203	3.34373	5.95966	2.5143
OG0005765	Pame_12213.t1	Pful_13967.t1	Esin_14242-PA	Bger_12301.t1	49.4258	76.7867	14.5611	52.4157	65.7754	53.8114	32.9061	30.1196	3.68048	33.5194	8.32982	12.9834	31.9762	36.9108	20.7998	39.7186	3.43825	13.2453	4.54474	4.97602	5.3858	6.76458	9.08497	4.73158
OG0005766	Pame_12214.t1	Pful_13966.t1	Esin_14241-PA	Bger_12302.t1	0	0	0	0	0	0	0	0	0	0	0.356673	0	0	0	0	0	0.265856	0.25814	1.6255	8.30246	0	0	0.08351	0
OG0005767	Pame_12210.t1	Pful_13970.t1	Esin_14246-PA	Bger_12305.t1	1.562	1.89957	0.754331	1.53265	1.24429	1.0256	3.56033	2.51344	3.10267	3.52256	4.2376	2.38592	12.6719	7.26653	3.86403	5.9992	10.9029	8.66584	10.4819	6.7353	8.25862	5.50141	12.8609	5.19438
OG0005768	Pame_12209.t1	Pful_13971.t1	Esin_14247-PA	Bger_12306.t1	2.04072	1.87205	1.18257	0.934217	1.64329	1.17597	0.513802	1.23048	0.922328	0.635857	1.80042	0.521104	3.63259	2.00972	2.65754	2.54129	3.07849	5.61561	0.938179	2.44987	1.0025	0.900266	1.36047	0.792624
OG0005769	Pame_12223.t1	Pful_13958.t1	Esin_14257-PA	Bger_12307.t1	104.971	102.303	99.4394	97.4827	124.126	116.644	120.919	129.342	96.5721	131.442	156.507	86.3697	25.3194	21.9806	13.3646	15.1257	25.7587	25.0664	238.451	175.088	231.441	199.792	299.504	209.371
OG0005770	Pame_12225.t1	Pful_13957.t2	Esin_14260-PB	Bger_12310.t1	9.03059	12.7493	7.5686	8.92319	13.0193	9.74637	12.0121	12.2443	7.3486	11.9202	19.8687	8.35012	5.06825	5.0709	1.83142	3.57791	6.13764	5.78762	10.0383	15.2109	5.23239	6.46061	10.688	4.55079
OG0005771	Pame_12226.t1	Pful_13955.t2	Esin_14251-PB	Bger_12311.t1	913.857	1073.17	1185.32	675.305	1039.95	980.273	365.761	489.293	456.254	470.642	447.911	359.629	124.474	118.276	66.1858	79.4416	117.853	165.036	131.023	107.735	136.791	144.275	213.587	85.5735
OG0005772	Pame_12228.t2	Pful_13953.t2	Esin_14256-PA	Bger_12312.t2	50.6988	67.2861	47.2478	53.605	65.1395	49.8665	48.3682	43.8448	28.42	44.1056	67.666	32.4636	4.87915	3.12303	2.80767	1.64484	2.8175	4.42765	79.6481	51.4299	51.3794	55.9082	97.9349	45.15
OG0005773	Pame_12230.t1	Pful_13951.t1	Esin_14261-PA	Bger_12313.t1	0.180347	0.509969	0.059959	0.094452	0.181599	0.067908	0.127712	0.419726	0.716387	0.436519	0.120404	0.425178	0.359911	0.621855	0.143479	0.389991	0.53812	0.366711	7.24191	5.42079	4.45046	3.44562	10.7685	4.39468
OG0005774	Pame_12283.t1	Pful_13901.t1	Esin_14309-PA	Bger_12320.t1	0.135187	1.97615	0.293434	0.186442	1.45696	7.83394	0.336478	32.9525	0.170924	0.115481	3.48577	0.098862	0	0.533957	0	0.308146	0	0.148738	4.67748	0.955983	0.772207	0.13104	18.4147	0.170672
OG0005776	Pame_12277.t1	Pful_13904.t1	Esin_14307-PA	Bger_12332.t1	22.4055	18.899	13.0822	13.1853	16.7242	14.1866	13.0493	12.8301	11.8379	14.0512	19.6096	8.44956	36.4477	31.1308	17.2722	16.5218	31.0934	33.7187	5.45185	5.74513	4.44808	3.93973	6.71464	2.9246
OG0005777	Pame_12276.t1	Pful_13905.t1	Esin_00549-PA	Bger_12333.t1	3.18831	2.82335	3.39825	2.42518	2.90345	2.63965	10.5725	9.6106	5.98613	6.96097	10.4613	5.52212	1.84153	1.7714	0.637894	0.839829	1.98061	2.99374	5.43103	6.88803	3.34888	5.76642	4.44175	2.99287
OG0005778	Pame_11143.t1	Pful_12058.t1	Esin_14200-PA	Bger_12335.t1	62.9561	62.6464	44.5568	53.9295	32.6861	29.2195	13.4406	16.2951	11.8715	20.5279	7.8062	12.164	130.222	218.746	92.1773	124.456	76.0395	246.815	23.1934	19.3556	30.7018	20.9025	26.3282	20.7852
OG0005779	Pame_11142.t1	Pful_12057.t1	Esin_14199-PA	Bger_12334.t1	125.853	116.135	132.624	80.5555	110.524	131.313	98.6256	101.317	86.064	87.3972	70.2507	68.3062	17.1125	14.9508	6.78588	7.69186	31.8061	20.9731	45.9198	36.6921	33.7674	55.1107	55.0241	36.3745
OG0005780	Pame_15915.t1	Pful_16709.t2	Esin_17103-PA	Bger_12336.t1	1.53071	1.18252	1.16261	1.57939	1.02719	1.72603	3.62717	4.14117	1.82089	3.20818	3.61989	2.19644	21.5176	23.4601	11.628	14.3714	25.811	26.1691	1.68074	3.75872	1.94905	2.30274	2.45184	1.14228
OG0005781	Pame_15917.t1	Pful_16711.t1	Esin_17104-PA	Bger_12337.t1	4.04113	4.21936	3.3049	2.3465	3.11945	1.70366	2.41009	2.2345	2.37462	1.69274	3.42203	1.22619	14.8136	12.5888	8.55373	7.02681	11.5331	15.1455	0	0	0	0	0	0
OG0005782	Pame_09085.t1	Pful_5551.t1	Esin_17102-PA	Bger_12343.t1	52.8662	53.777	62.7255	62.2066	62.6562	60.8659	56.9675	52.9894	62.1313	57.5917	42.8906	41.7715	27.5995	18.0655	11.9662	15.7668	24.6032	24.1091	40.3162	28.3396	40.2064	26.8597	39.6985	30.8422
OG0005783	Pame_15984.t1	Pful_16784.t1	Esin_17112-PA	Bger_12360.t1	9.65335	8.43166	7.09052	8.64957	4.86124	6.49736	12.5154	9.93925	11.522	6.79704	5.44645	7.18865	14.5422	5.88456	3.03135	6.13922	15.5948	9.19999	8.54463	8.84171	17.5866	18.5597	30.5037	4.24862
OG0005784	Pame_15982.t1	Pful_16780.t1	Esin_17109-PA	Bger_12359.t1	0	0.070189	0.029111	0	0.029021	0.032451	0	0	0	0	0	0	1.63447	1.26201	0.695061	0.772705	1.67455	1.19055	0	0.668388	0	0	0.239821	0
OG0005786	Pame_12138.t1	Pful_13744.t1	Esin_13972-PA	Bger_12371.t1	0	0	0.035983	0.014294	0	0	5.68316	0.362693	3.07347	2.08595	2.53585	1.56671	0.151958	0.24231	0.090855	0.164631	0.455285	0.309951	0.407799	1.55024	1.21269	2.04429	2.23005	0.378592
OG0005787	Pame_12208.t1	Pful_13973.t1	Esin_13976-PA	Bger_12374.t1	23.7763	23.9773	17.9672	22.6728	18.8313	16.8209	26.5364	25.5004	19.0058	28.9878	29.4082	22.4655	28.7036	23.0381	14.9133	15.8418	25.7337	36.0528	45.206	29.0382	35.7316	39.8528	56.5296	29.0688
OG0005788	Pame_12135.t1	Pful_13741.t1	Esin_13978-PA	Bger_12375.t1	61.9696	60.795	64.3058	44.4549	51.0378	48.8045	61.8431	64.6459	80.7708	57.6985	66.4779	36.2626	91.9324	89.5745	47.0287	51.3159	106.307	121.603	211.981	144.115	186.679	152.097	221.233	180.111
OG0005789	Pame_12136.t1	Pful_13742.t1	Esin_13977-PA	Bger_12376.t1	59.0227	53.7256	54.3685	59.7202	64.5027	56.6869	61.9539	93.5524	70.2248	58.1959	59.6287	62.0633	10.6717	7.944	5.20011	5.00507	10.7198	10.8455	67.941	65.1579	72.8833	53.6713	66.9709	52.1991
OG0005791	Pame_12204.t1	Pful_13977.t1	Esin_13983-PA	Bger_12381.t3	15.4171	15.8111	13.6187	11.124	17.0467	15.7039	19.8984	20.2612	17.4633	18.9359	23.0078	17.7053	6.45419	6.5921	3.28728	3.67354	5.16827	6.91132	64.4337	43.9611	47.2541	38.738	56.6519	61.9515
OG0005792	Pame_12205.t1	Pful_13976.t1	Esin_13984-PA	Bger_12386.t1	4.02003	5.4433	4.57165	3.24155	3.48199	3.56325	3.40211	3.39031	2.62484	1.84948	3.5909	1.2962	89.9549	75.1473	31.3674	44.8576	81.9536	64.6256	26.261	27.1387	34.73	38.6372	51.7124	20.4837
OG0005793	Pame_12198.t1	Pful_13982.t1	Esin_13988-PA	Bger_12389.t1	0	0	0	0	0	0	0.068504	0	0	0	0.064768	0	0	0	0	0	0	0	0.094808	0.456845	0	0	0	0
OG0005794	Pame_12197.t1	Pful_13983.t1	Esin_13990-PA	Bger_12393.t1	14.2052	23.9867	17.1681	9.55274	21.5821	8.73577	23.3616	20.1186	14.982	15.0332	18.9257	9.75606	11.2475	12.7195	9.26395	14.539	8.41253	15.1794	80.9672	44.3347	55.3051	52.4737	76.5177	55.2269
OG0005795	Pame_12193.t1	Pful_13988.t1	Esin_13991-PA	Bger_12394.t1	0	0	0	0	0	0	0	0	0	0	0.540381	0.492851	0	0	0	0	0	0	12.3355	3.11381	4.72337	3.2316	10.9626	3.21644
OG0005796	Pame_12192.t1	Pful_13989.t2	Esin_13993-PA	Bger_12395.t1	1.86198	4.24854	1.02861	2.64056	5.25628	4.80407	11.9157	3.05346	3.60301	1.18231	12.4831	4.33817	100.874	35.4679	10.47	88.3101	145.063	196.437	3.22214	2.87716	4.84356	1.0855	2.26861	2.44161
OG0005797	Pame_12190.t1	Pful_13991.t2	Esin_13994-PA	Bger_12396.t1	1.60619	3.05773	0.958563	2.06605	2.27204	3.03373	0.893618	1.3228	0.602332	2.29346	1.36415	0.867966	1.25595	1.28875	1.84292	1.96016	1.08237	1.3389	0.233227	1.73307	0.199074	0.456787	0.790517	0.205555
OG0005798	Pame_20552.t1	Pful_2160.t2	Esin_14048-PA	Bger_12397.t2	10.6311	10.7215	8.62429	8.20249	7.89253	7.91655	8.37226	9.602	7.82834	9.41419	10.1163	6.04837	25.7723	22.625	11.897	14.5729	25.5063	25.1005	19.5551	15.5448	16.275	19.8661	28.1234	11.4043
OG0005799	Pame_20539.t1	Pful_2170.t1	Esin_14049-PA	Bger_12398.t2	887.296	1040.35	1043.73	498.358	1148.72	774.056	967.04	1098.85	943.087	1072.7	1336.24	807.139	640.907	789.314	317.244	432.662	930.3	733.814	2358.74	1981.78	2596.29	1798.49	2023.14	2162.57
OG0005801	Pame_20535.t4	Pful_2174.t4	Esin_14053-PA	Bger_12401.t1	2.73886	3.14759	1.55964	2.35057	2.13566	1.72449	2.53979	1.90495	1.49337	2.31353	2.47414	1.61494	0	0	0	0	0	0	8.51737	5.14276	5.4764	5.24441	7.78374	3.98111
OG0005802	Pame_20620.t1	Pful_2110.t1	Esin_13932-PA	Bger_12403.t1	0.09456	0.115125	0.095625	0.01897	0.047564	0.053156	0.277858	0.410876	0.456851	0.731859	1.54253	0.486407	1.98861	0.530178	0	0.540118	3.24786	7.88185	0.085824	0.285997	0.091167	0.093524	0.165258	0.023443
OG0005803	Pame_20621.t1	Pful_2109.t1	Esin_13933-PA	Bger_12405.t1	0	0.176686	0	0	0	0	0.134497	0.441506	0.452057	0.344043	1.01249	0.446219	0	0	0.076774	0	0	0.219133	1.60549	10.4371	0.144995	0	0	0
OG0005804	Pame_20624.t1	Pful_2107.t1	Esin_13936-PA	Bger_12408.t1	3.36228	4.72516	4.0208	3.02253	3.75773	3.37761	2.3621	2.44199	2.29643	2.07385	4.8102	1.73149	1.40901	0.744941	0.418162	1.29003	1.36226	1.07024	3.82001	5.80595	3.85419	4.47815	5.79147	1.37485
OG0005805	Pame_20628.t1	Pful_2103.t1	Esin_13940-PA	Bger_12410.t1	0.302572	0.204396	0.541904	0.321842	0.439784	0.756931	2.37461	0.793302	0.925167	0.513714	1.59282	1.56447	9.14551	3.61542	3.56333	3.93121	7.21818	4.97199	14.1208	19.0328	17.8249	7.19042	17.3339	14.2124
OG0005806	Pame_02001.t1	Pful_7361.t1	Esin_13957-PA	Bger_12418.t1	102.518	151.521	158.785	84.7154	164.453	98.7619	49.6025	45.2221	40.1339	42.314	49.2064	32.7636	35.2131	28.5922	23.4948	25.262	39.8336	31.3953	9.97319	9.20418	9.4321	9.50259	14.2305	8.40251
OG0005807	Pame_02003.t1	Pful_7360.t1	Esin_13953-PA	Bger_12417.t1	0.619428	0.917707	0.870429	0.517669	0.650293	0.514962	0.835158	0.730906	1.15446	1.15815	1.4627	0.866674	0.24068	0.315093	0.091345	0.136416	0.240443	0.377598	13.6933	10.5153	12.3928	9.69683	19.826	7.88111
OG0005808	Pame_02000.t2	Pful_7363.t2	Esin_13955-PA	Bger_12419.t1	0.426135	0.46581	0.641759	0.371993	0.343121	0.528306	0.182187	0.282431	0.289793	0.255329	0.873063	0.158958	6.18185	0.856405	0.49696	4.58337	7.51946	9.14499	2.27549	2.14975	2.30091	1.77701	3.23382	1.10103
OG0005809	Pame_01999.t1	Pful_7364.t1	Esin_13956-PA	Bger_12420.t1	22.2629	10.7287	17.4512	8.96334	10.8955	6.36363	12.6477	19.4664	24.4781	17.5439	35.7339	18.9071	33.245	9.20248	6.41451	22.2136	35.7798	28.3211	26.5533	15.1536	21.8238	13.2298	27.5696	19.4386
OG0005810	Pame_01998.t1	Pful_7365.t1	Esin_13952-PA	Bger_12421.t1	24.552	25.2478	23.9693	18.5539	19.013	19.0999	22.8821	29.4083	25.9517	22.9903	21.6386	23.2092	23.6813	19.5539	9.79871	15.011	26.022	25.7626	17.744	13.7168	14.199	15.8043	20.443	13.0358
OG0005811	Pame_01997.t3	Pful_7366.t2	Esin_13954-PB	Bger_12422.t3	142.082	166.692	196.718	99.2173	141.926	152.274	240.945	318.395	321.778	252.362	235.861	187.911	260.14	224.321	101.177	132.534	326.349	294.42	257.532	271.66	376.009	274.206	311.779	269.95
OG0005812	Pame_12153.t1	Pful_13757.t1	Esin_13943-PA	Bger_12425.t1	1.5425	3.32927	2.60186	2.15144	2.83674	2.88135	3.12005	4.33807	2.86767	3.69437	3.49651	2.84458	15.431	7.81632	2.43808	10.5515	16.4036	15.9794	5.56211	4.24702	4.19219	4.38863	7.09871	3.12103
OG0005813	Pame_12151.t2	Pful_13755.t2	Esin_13948-PA	Bger_12427.t1	4.03893	4.63249	2.74695	5.49483	3.46102	3.21856	4.53197	5.3539	2.31382	4.70475	4.35661	2.82586	9.56888	10.0448	6.25789	7.0537	8.98424	15.6092	1.05208	0.137615	0.767287	0.294696	1.89916	0
OG0005814	Pame_12174.t1	Pful_14002.t1	Esin_14597-PA	Bger_12440.t1	0	0	0	0.063723	0	0	0	0	0	0	0.069191	0	0.093677	0.248131	0.081883	0	0.558109	0.108425	20.2498	15.1017	12.1052	18.9314	25.2515	12.9573
OG0005815	Pame_20584.t1	Pful_2131.t2	Esin_14046-PA	Bger_12458.t1	0	0	0	0	0	0	0	0	0	0	0.136798	0	0	0	0	0.055791	0	0	0	0	0	0	0	0
OG0005818	Pame_20600.t1	Pful_2120.t1	Esin_13917-PA	Bger_12471.t1	31.717	28.8965	27.6018	12.5097	29.962	23.326	63.1773	65.273	62.1985	40.1597	59.3704	42.648	176.23	209.885	124.569	116.855	628.748	137.503	83.7009	59.234	73.8663	50.955	72.8873	81.7231
OG0005819	Pame_12014.t1	Pful_5786.t1	Esin_14588-PA	Bger_12479.t1	27.1778	18.9311	17.6018	28.2572	21.3244	28.6678	30.6643	42.5344	26.8628	28.8934	34.6281	28.3103	46.3764	71.442	25.3121	43.1496	58.3621	74.1826	110.071	119.233	152.941	110.082	103.264	104.021
OG0005820	Pame_12015.t1	Pful_5787.t2	Esin_14581-PA	Bger_12480.t1	13.7078	16.6782	16.541	11.4302	12.2202	11.2038	8.11033	9.89527	7.50873	6.84083	6.90275	5.70294	8.50756	9.24821	2.12298	5.27804	6.55999	24.1016	32.2351	26.2926	25.4283	22.0558	31.3648	29.5299
OG0005821	Pame_12007.t1	Pful_5781.t1	Esin_14559-PA	Bger_12484.t1	6.56669	5.62479	4.2496	4.78236	3.88542	4.89792	5.93682	6.41816	3.03041	4.27015	4.65847	2.89958	8.1725	8.78334	4.25992	4.4048	8.19775	9.13081	20.7271	17.0522	22.2854	16.5461	22.9453	11.7167
OG0005822	Pame_12008.t1	Pful_5782.t1	Esin_14548-PA	Bger_12485.t1	2.12766	3.09389	1.63664	2.72104	2.75461	2.74704	5.56956	4.69541	4.00896	4.09212	3.18681	3.05822	5.70063	3.7912	1.88935	3.29148	5.95658	7.14574	3.42011	2.2083	2.34275	3.48419	5.19681	1.75165
OG0005823	Pame_10930.t3	Pful_8703.t1	Esin_14549-PA	Bger_12486.t2	1.17821	1.06888	1.09826	0.908664	0.790174	0.883037	2.93277	2.85352	3.12717	3.15533	3.07957	3.03622	34.1813	16.1685	11.6722	15.1363	46.643	55.2875	10.3901	5.77177	6.29367	5.90582	9.50881	4.71262
OG0005824	Pame_10932.t1	Pful_8700.t1	Esin_14550-PA	Bger_12487.t1	0	0	0.034793	0	0.034766	0	0.03635	0	0.041301	0.127363	0.104521	0.031717	3.13291	1.10994	0.494228	1.13121	3.91326	1.67477	14.6254	25.8081	16.1381	27.8531	15.7352	12.908
OG0005825	Pame_12018.t1	Pful_5790.t1	Esin_14586-PA	Bger_12496.t1	1.54171	3.43719	0.564087	1.83294	3.27821	1.19386	7.85117	6.82624	3.71697	6.18672	4.04842	4.10074	12.2386	14.9902	10.0586	10.7797	12.8747	15.6926	24.4176	20.9314	63.3157	19.887	18.7385	24.9159
OG0005827	Pame_10941.t1	Pful_8688.t1	Esin_14567-PA	Bger_12501.t1	4.87764	4.87411	3.57798	5.12359	6.52496	3.39677	23.0848	13.8513	17.4788	20.4591	28.2078	12.4193	16.9412	10.4881	7.12464	9.10088	11.3967	27.3905	10.6988	2.97285	5.16472	3.34483	6.90637	13.6672
OG0005829	Pame_10923.t1	Pful_8709.t1	Esin_14561-PA	Bger_12506.t1	0.806644	1.22344	1.2617	0.876219	1.11656	0.568784	2.43077	1.36785	1.34874	1.86981	1.68164	1.15695	1.46408	0.879551	0.383294	0.938009	1.96548	1.76481	36.5937	29.6836	29.2508	18.9851	28.5601	18.7412
OG0005830	Pame_12016.t1	Pful_5788.t1	Esin_14587-PA	Bger_12507.t1	40.931	54.016	47.5677	38.2527	74.8628	42.9988	49.8704	99.9335	83.2535	62.4938	76.4996	66.4846	30.6169	20.356	9.24268	18.8354	40.8718	30.2813	74.3889	75.8089	84.1382	71.4541	76.3587	80.4479
OG0005831	Pame_09308.t1	Pful_16451.t1	Esin_02761-PA	Bger_12510.t1	0.749477	0.417817	0.094467	0.049895	0.439904	0.070288	0.319105	0	0.239568	0.091488	0.403083	0.179048	0.603005	0.051196	0.078835	0.540142	0.368193	0.257308	0.814687	0	0	0	0	0
OG0005833	Pame_01774.t1	Pful_14684.t1	Esin_08138-PA	Bger_12537.t1	0.208193	0.502943	0.206999	0.161002	0.211602	0.235834	0.462389	1.41626	1.10356	0.447197	0.831472	0.044446	2.69257	2.28203	0.594513	1.29831	4.41063	3.8461	37.1372	24.4897	24.5455	22.6703	33.8922	23.5547
OG0005834	Pame_01775.t1	Pful_14685.t1	Esin_08139-PA	Bger_12538.t1	0.674107	0.616373	0.421224	0.439674	0.404269	0.247431	0.791541	0.773903	0.278979	0.829817	0.50743	0.355554	5.75527	2.43	2.3089	3.43022	4.05939	3.69549	6.60549	6.81308	5.5332	6.17273	4.49242	6.99104
OG0005835	Pame_01709.t1	Pful_14622.t1	Esin_08308-PA	Bger_12541.t1	72.4436	65.2647	65.9008	47.4448	47.297	46.1589	61.899	66.9845	64.9576	58.2506	74.1666	56.6536	115.689	75.0054	63.813	51.084	107.448	117.552	50.6799	42.233	65.5218	38.8636	49.0331	40.0194
OG0005836	Pame_01707.t1	Pful_14621.t1	Esin_08307-PA	Bger_12543.t1	0.30857	0.074775	0.738193	0.193748	0.310726	0.697279	0.298327	0.065637	0	0.155264	0.226362	0.256877	11.1721	13.0138	4.81424	4.38511	8.85645	17.362	28.7449	26.1321	27.7257	15.453	14.214	16.512
