module_ID	module_name	中文名	category_C	category_B	
M00058	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone	糖胺聚糖的生物合成,软骨素硫酸盐骨架	Glycosaminoglycan metabolism	Glycan metabolism	
M00057	Glycosaminoglycan biosynthesis, linkage tetrasaccharide	糖胺聚糖的生物合成,连接四糖	Glycosaminoglycan metabolism	Glycan metabolism	
M00056	O-glycan biosynthesis, mucin type core	O-糖链的生物合成,黏蛋白型核心	Glycan biosynthesis	Glycan metabolism	
M00055	N-glycan precursor biosynthesis	N-糖链前体的生物合成	Glycan biosynthesis	Glycan metabolism	
ko00571	Lipoarabinomannan (LAM) biosynthesis	脂阿拉伯甘露聚糖(LAM)的生物合成	Glycan biosynthesis and metabolism	Glycan metabolism	
ko00552	Teichoic acid biosynthesis	脂磷壁酸的生物合成	Glycan biosynthesis and metabolism	Glycan metabolism	
ko00550	Peptidoglycan biosynthesis	肽聚糖的生物合成	Glycan biosynthesis and metabolism	Glycan metabolism	
ko00543	Exopolysaccharide biosynthesis	外多糖的生物合成	Glycan biosynthesis and metabolism	Glycan metabolism	
ko00542	O-Antigen repeat unit biosynthesis	O-抗原重复单元的生物合成	Glycan biosynthesis and metabolism	Glycan metabolism	
ko00533	Glycosaminoglycan biosynthesis - keratan sulfate	糖胺聚糖的生物合成--角蛋白硫酸盐	Glycan biosynthesis and metabolism	Glycan metabolism	
ko00514	Other types of O-glycan biosynthesis	其他类型O-糖苷的生物合成	Glycan biosynthesis and metabolism	Glycan metabolism	
ko00511	Other glycan degradation	其他糖苷的降解	Glycan biosynthesis and metabolism	Glycan metabolism	
ko00970	Aminoacyl-tRNA biosynthesis	氨酰-tRNA的生物合成	Translation	Genetic Information Processing	
ko03010	Ribosome	核糖体	Translation	Genetic Information Processing	
ko03015	mRNA surveillance pathway	mRNA监控途径	Translation	Genetic Information Processing	
ko03018	RNA degradation	RNA降解	Folding, sorting and degradation	Genetic Information Processing	
ko03020	RNA polymerase	RNA聚合酶	Transcription	Genetic Information Processing	
ko03022	Basal transcription factors	基本转录因子	Transcription	Genetic Information Processing	
ko03030	DNA replication	DNA复制	Replication and repair	Genetic Information Processing	
ko03050	Proteasome	蛋白酶体	Folding, sorting and degradation	Genetic Information Processing	
ko03060	Protein export	蛋白质输出	Folding, sorting and degradation	Genetic Information Processing	
ko03410	Base excision repair	碱基切除修复	Replication and repair	Genetic Information Processing	
ko03420	Nucleotide excision repair	核苷酸切除修复	Replication and repair	Genetic Information Processing	
ko03430	Mismatch repair	错配修复	Replication and repair	Genetic Information Processing	
ko03440	Homologous recombination	同源重组	Replication and repair	Genetic Information Processing	
ko03450	Non-homologous end-joining	非同源末端连接	Replication and repair	Genetic Information Processing	
ko04122	Sulfur relay system	硫传递系统	Folding, sorting and degradation	Genetic Information Processing	
M00993	Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => propionyl-CoA	二甲基硫代丙酸(DMSP)的降解,裂解途径,DMSP→丙酰辅酶A	Sulfur metabolism	Energy metabolism	
M00992	Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA	二甲基硫代丙酸(DMSP)的降解,裂解途径,DMSP→丙烯酸→乙酰辅酶A	Sulfur metabolism	Energy metabolism	
M00991	Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acetyl-CoA	二甲基硫代丙酸(DMSP)的降解,裂解途径,DMSP→乙酰辅酶A	Sulfur metabolism	Energy metabolism	
M00990	Dimethylsulfoniopropionate (DMSP) degradation, demethylation pathway, DMSP => methanethiol	二甲基硫代丙酸(DMSP)的降解,脱甲基途径,DMSP→甲硫醇	Sulfur metabolism	Energy metabolism	
M00986	Sulfur reduction, sulfur => sulfide	硫的还原,硫→硫化氢	Sulfur metabolism	Energy metabolism	
M00985	Sulfide oxidation, sulfide => sulfur	硫化氢的氧化,硫化氢→硫	Sulfur metabolism	Energy metabolism	
M00984	Sulfur oxidation, tetrathionate intermediate (S4I) pathway, thiosulfate => sulfur + sulfate + thiosulfate	硫氧化,四硫代硫酸盐中间体(S4I)途径,硫代硫酸盐→硫+硫酸盐+硫代硫酸盐	Sulfur metabolism	Energy metabolism	
M00973	Anammox, nitrite + ammonia => nitrogen	厌氧氨氧化,亚硝酸盐+氨→氮气	Nitrogen metabolism	Energy metabolism	
M00935	Methanofuran biosynthesis	甲烷呋喃的生物合成	Methane metabolism	Energy metabolism	
M00804	Complete nitrification, comammox, ammonia => nitrite => nitrate	完全硝化作用,comammox,氨→亚硝酸盐→硝酸盐	Nitrogen metabolism	Energy metabolism	
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	不完全还原型柠檬酸循环,乙酰辅酶A→α-酮戊二酸	Carbon fixation	Energy metabolism	
M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	2-氧羧酸链延伸,2-氧戊二酸→2-氧己二酸→2-氧庚二酸→2-氧辛二酸	Methane metabolism	Energy metabolism	
M00598	Anoxygenic photosystem I	非产氧光系统I	Photosynthesis	Energy metabolism	
M00597	Anoxygenic photosystem II	非产氧光系统II	Photosynthesis	Energy metabolism	
M00596	Dissimilatory sulfate reduction, sulfate => H2S	异化硫酸盐还原,硫酸盐→H2S	Sulfur metabolism	Energy metabolism	
M00595	Sulfur oxidation, SOX system, thiosulfate => sulfate	硫氧化,SOX系统,硫代硫酸盐→硫酸盐	Sulfur metabolism	Energy metabolism	
M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	磷酸乙酰转移酶-乙酸激酶途径,乙酰辅酶A→乙酸	Carbon fixation	Energy metabolism	
M00567	Methanogenesis, CO2 => methane	甲烷生成,CO2→甲烷	Methane metabolism	Energy metabolism	
M00563	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	甲烷生成,甲基胺/二甲基胺/三甲基胺→甲烷	Methane metabolism	Energy metabolism	
M00531	Assimilatory nitrate reduction, nitrate => ammonia	同化硝酸盐还原,硝酸盐→氨	Nitrogen metabolism	Energy metabolism	
M00530	Dissimilatory nitrate reduction, nitrate => ammonia	异化硝酸盐还原,硝酸盐→氨	Nitrogen metabolism	Energy metabolism	
M00529	Denitrification, nitrate => nitrogen	反硝化作用,硝酸盐→氮气	Nitrogen metabolism	Energy metabolism	
M00528	Nitrification, ammonia => nitrite	硝化作用,氨→亚硝酸盐	Nitrogen metabolism	Energy metabolism	
M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	乙酰辅酶A途径,CO2→乙酰辅酶A	Methane metabolism	Energy metabolism	
M00417	Cytochrome o ubiquinol oxidase	细胞色素o泛醌氧化酶	ATP synthesis	Energy metabolism	
M00416	Cytochrome aa3-600 menaquinol oxidase	细胞色素aa3-600甲萘醌氧化酶	ATP synthesis	Energy metabolism	
M00378	F420 biosynthesis, archaea	F420的生物合成,古菌	Methane metabolism	Energy metabolism	
M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	还原型乙酰辅酶A途径(Wood-Ljungdahl途径)	Carbon fixation	Energy metabolism	
M00376	3-Hydroxypropionate bi-cycle	3-羟基丙酸双循环	Carbon fixation	Energy metabolism	
M00375	Hydroxypropionate-hydroxybutylate cycle	羟基丙酸-羟基丁酸循环	Carbon fixation	Energy metabolism	
M00374	Dicarboxylate-hydroxybutyrate cycle	二羧酸-羟基丁酸循环	Carbon fixation	Energy metabolism	
M00358	Coenzyme M biosynthesis	辅酶M的生物合成	Methane metabolism	Energy metabolism	
M00357	Methanogenesis, acetate => methane	甲烷生成,乙酸→甲烷	Methane metabolism	Energy metabolism	
M00356	Methanogenesis, methanol => methane	甲烷生成,甲醇→甲烷	Methane metabolism	Energy metabolism	
M00346	Formaldehyde assimilation, serine pathway	甲醛的同化,丝氨酸途径	Methane metabolism	Energy metabolism	
M00345	Formaldehyde assimilation, ribulose monophosphate pathway	甲醛的同化,核糖单磷酸途径	Methane metabolism	Energy metabolism	
M00344	Formaldehyde assimilation, xylulose monophosphate pathway	甲醛的同化,木糖单磷酸途径	Methane metabolism	Energy metabolism	
M00176	Assimilatory sulfate reduction, sulfate => H2S	同化性硫酸盐还原,硫酸盐→H2S	Sulfur metabolism	Energy metabolism	
M00175	Nitrogen fixation, nitrogen => ammonia	氮的固定,氮气→氨	Nitrogen metabolism	Energy metabolism	
M00174	Methane oxidation, methanotroph, methane => formaldehyde	甲烷氧化,甲烷氧化菌,甲烷→甲醛	Methane metabolism	Energy metabolism	
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	还原型柠檬酸循环(Arnon-Buchanan循环)	Carbon fixation	Energy metabolism	
M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type	C4-二羧酸循环,NADP-苹果酸酶型	Carbon fixation	Energy metabolism	
M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type	C4-二羧酸循环,NAD-苹果酸酶型	Carbon fixation	Energy metabolism	
M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	C4-二羧酸循环,磷酸烯醇式丙酮酸羧激酶型	Carbon fixation	Energy metabolism	
M00169	CAM (Crassulacean acid metabolism), light	CAM(景天酸代谢),光照	Carbon fixation	Energy metabolism	
M00168	CAM (Crassulacean acid metabolism), dark	CAM(景天酸代谢),黑暗	Carbon fixation	Energy metabolism	
M00165	Reductive pentose phosphate cycle (Calvin cycle)	还原型戊糖磷酸循环(Calvin循环)	Carbon fixation	Energy metabolism	
M00163	Photosystem I	光系统I	Photosynthesis	Energy metabolism	
M00162	Cytochrome b6f complex	细胞色素b6f复合体	ATP synthesis	Energy metabolism	
M00161	Photosystem II	光系统II	Photosynthesis	Energy metabolism	
M00159	V/A-type ATPase, prokaryotes	V/A型ATP酶,原核生物	ATP synthesis	Energy metabolism	
M00157	F-type ATPase, prokaryotes and chloroplasts	F型ATP酶,原核生物和叶绿体	ATP synthesis	Energy metabolism	
M00156	Cytochrome c oxidase, cbb3-type	细胞色素c氧化酶,cbb3型	ATP synthesis	Energy metabolism	
M00155	Cytochrome c oxidase, prokaryotes	细胞色素c氧化酶,原核生物	ATP synthesis	Energy metabolism	
M00154	Cytochrome c oxidase	细胞色素c氧化酶	ATP synthesis	Energy metabolism	
M00153	Cytochrome bd ubiquinol oxidase	细胞色素bd泛醌氧化酶	ATP synthesis	Energy metabolism	
M00152	Cytochrome bc1 complex	细胞色素bc1复合体	ATP synthesis	Energy metabolism	
M00151	Cytochrome bc1 complex respiratory unit	细胞色素bc1复合体呼吸单元	ATP synthesis	Energy metabolism	
M00150	Fumarate reductase, prokaryotes	富马酸还原酶,原核生物	ATP synthesis	Energy metabolism	
M00149	Succinate dehydrogenase, prokaryotes	琥珀酸脱氢酶,原核生物	ATP synthesis	Energy metabolism	
M00148	Succinate dehydrogenase (ubiquinone)	琥珀酸脱氢酶(泛醌)	ATP synthesis	Energy metabolism	
M00147	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	NADH脱氢酶(泛醌)1β亚复合体	ATP synthesis	Energy metabolism	
M00146	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	NADH脱氢酶(泛醌)1α亚复合体	ATP synthesis	Energy metabolism	
M00145	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	NAD(P)H:醌氧化还原酶,叶绿体和蓝细菌	ATP synthesis	Energy metabolism	
M00144	NADH:quinone oxidoreductase, prokaryotes	NADH:醌氧化还原酶,原核生物	ATP synthesis	Energy metabolism	
M00143	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	NADH脱氢酶(泛醌)Fe-S蛋白/黄素蛋白复合体,线粒体	ATP synthesis	Energy metabolism	
M00142	NADH:ubiquinone oxidoreductase, mitochondria	NADH:泛醌氧化还原酶,线粒体	ATP synthesis	Energy metabolism	
M00851	Carbapenem resistance	碳青霉烯耐药性	Drug resistance	Drug resistance	
M00769	Multidrug resistance, efflux pump MexPQ-OpmE	多药耐药性,外排泵MexPQ-OpmE	Drug resistance	Drug resistance	
M00746	Multidrug resistance, repression of porin OmpF	多药耐药性,孔蛋白OmpF的抑制	Drug resistance	Drug resistance	
M00745	Imipenem resistance, repression of porin OprD	亚胺培南耐药性,孔蛋白OprD的抑制	Drug resistance	Drug resistance	
M00744	Cationic antimicrobial peptide (CAMP) resistance, protease PgtE	阳离子抗菌肽(CAMP)耐药性,蛋白酶PgtE	Drug resistance	Drug resistance	
M00730	Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter	阳离子抗菌肽(CAMP)耐药性,VraFG转运蛋白	Drug resistance	Drug resistance	
M00726	Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF	阳离子抗菌肽(CAMP)耐药性,赖氨酰-磷脂酰甘油(L-PG)合成酶MprF	Drug resistance	Drug resistance	
M00725	Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon	阳离子抗菌肽(CAMP)耐药性,dltABCD操纵子	Drug resistance	Drug resistance	
M00718	Multidrug resistance, efflux pump MexAB-OprM	多药耐药性,外排泵MexAB-OprM	Drug resistance	Drug resistance	
M00714	Multidrug resistance, efflux pump QacA	多药耐药性,外排泵QacA	Drug resistance	Drug resistance	
M00705	Multidrug resistance, efflux pump MepA	多药耐药性,外排泵MepA	Drug resistance	Drug resistance	
M00704	Tetracycline resistance, efflux pump Tet38	四环素耐药性,外排泵Tet38	Drug resistance	Drug resistance	
M00702	Multidrug resistance, efflux pump NorB	多药耐药性,外排泵NorB	Drug resistance	Drug resistance	
M00700	Multidrug resistance, efflux pump AbcA	多药耐药性,外排泵AbcA	Drug resistance	Drug resistance	
M00698	Multidrug resistance, efflux pump BpeEF-OprC	多药耐药性,外排泵BpeEF-OprC	Drug resistance	Drug resistance	
M00697	Multidrug resistance, efflux pump MdtEF-TolC	多药耐药性,外排泵MdtEF-TolC	Drug resistance	Drug resistance	
M00696	Multidrug resistance, efflux pump AcrEF-TolC	多药耐药性,外排泵AcrEF-TolC	Drug resistance	Drug resistance	
M00652	Vancomycin resistance, D-Ala-D-Ser type	万古霉素耐药性,D-丙氨酰-D-丝氨酸型	Drug resistance	Drug resistance	
M00651	Vancomycin resistance, D-Ala-D-Lac type	万古霉素耐药性,D-丙氨酰-D-乳酸型	Drug resistance	Drug resistance	
M00649	Multidrug resistance, efflux pump AdeABC	多药耐药性,外排泵AdeABC	Drug resistance	Drug resistance	
M00643	Multidrug resistance, efflux pump MexXY-OprM	多药耐药性,外排泵MexXY-OprM	Drug resistance	Drug resistance	
M00642	Multidrug resistance, efflux pump MexJK-OprM	多药耐药性,外排泵MexJK-OprM	Drug resistance	Drug resistance	
M00641	Multidrug resistance, efflux pump MexEF-OprN	多药耐药性,外排泵MexEF-OprN	Drug resistance	Drug resistance	
M00639	Multidrug resistance, efflux pump MexCD-OprJ	多药耐药性,外排泵MexCD-OprJ	Drug resistance	Drug resistance	
M00627	beta-Lactam resistance, Bla system	β-内酰胺耐药性,Bla系统	Drug resistance	Drug resistance	
M00625	Methicillin resistance	苯唑西林耐药性	Drug resistance	Drug resistance	
M00982	Methylcitrate cycle	甲基柠檬酸循环	Other carbohydrate metabolism	Carbohydrate metabolism	
M00968	Pentose bisphosphate pathway (nucleoside degradation), archaea, nucleoside/NMP => 3-PGA/glycerone phosphate	戊糖双磷酸途径(核苷酸降解),古菌,核苷/NMP→3-PGA/甘油酮磷酸	Other carbohydrate metabolism	Carbohydrate metabolism	
M00923	UDP-L-FucNAm biosynthesis, UDP-GlcNAc => UDP-L-FucNAm	UDP-L-FucNAm的生物合成,UDP-GlcNAc→UDP-L-FucNAm	Other carbohydrate metabolism	Carbohydrate metabolism	
M00922	CMP-Neu5Ac biosynthesis, UDP-GlcNAc => CMP-Neu5Ac	CMP-Neu5Ac的生物合成,UDP-GlcNAc→CMP-Neu5Ac	Other carbohydrate metabolism	Carbohydrate metabolism	
M00909	UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc	UDP-N-乙酰-D-葡萄糖胺的生物合成,原核生物,葡萄糖→UDP-GlcNAc	Other carbohydrate metabolism	Carbohydrate metabolism	
M00855	Glycogen degradation, glycogen => glucose-6P	糖原的降解,糖原→葡萄糖-6P	Other carbohydrate metabolism	Carbohydrate metabolism	
M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch	糖原的生物合成,葡萄糖-1P→糖原/淀粉	Other carbohydrate metabolism	Carbohydrate metabolism	
M00793	dTDP-L-rhamnose biosynthesis, glucose-1P => dTDP-L-Rha	dTDP-L-鼠李糖的生物合成,葡萄糖-1P→dTDP-L-Rha	Other carbohydrate metabolism	Carbohydrate metabolism	
M00761	Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N	十一碳异戊二烯磷酸α-L-阿拉伯糖-4N的生物合成,UDP-GlcA→十一碳异戊二烯磷酸α-L-阿拉伯糖-4N	Other carbohydrate metabolism	Carbohydrate metabolism	
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	丙酰辅酶A的代谢,丙酰辅酶A→琥珀酰辅酶A	Other carbohydrate metabolism	Carbohydrate metabolism	
M00740	Methylaspartate cycle	甲基天冬氨酸循环	Other carbohydrate metabolism	Carbohydrate metabolism	
M00633	Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P	半磷酸化Entner-Doudoroff途径,葡萄糖酸/半乳糖酸→3-磷酸甘油酸	Central carbohydrate metabolism	Carbohydrate metabolism	
M00632	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	半乳糖的降解,Leloir途径,半乳糖→α-D-葡萄糖-1P	Other carbohydrate metabolism	Carbohydrate metabolism	
M00631	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	D-半乳糖醛酸的降解(细菌),D-半乳糖醛酸→丙酮酸+D-甘油醛-3P	Other carbohydrate metabolism	Carbohydrate metabolism	
M00580	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	戊糖磷酸途径,古菌,果糖-6P→核糖-5P	Central carbohydrate metabolism	Carbohydrate metabolism	
M00565	Trehalose biosynthesis, D-glucose 1P => trehalose	海藻糖的生物合成,D-葡萄糖-1P→海藻糖	Other carbohydrate metabolism	Carbohydrate metabolism	
M00554	Nucleotide sugar biosynthesis, galactose => UDP-galactose	核糖核苷酸的生物合成,半乳糖→UDP-半乳糖	Other carbohydrate metabolism	Carbohydrate metabolism	
M00552	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	D-半乳糖醛酸的降解,DeLey-Doudoroff途径,D-半乳糖醛酸→3-磷酸甘油酸	Other carbohydrate metabolism	Carbohydrate metabolism	
M00550	Ascorbate degradation, ascorbate => D-xylulose-5P	抗坏血酸的降解,抗坏血酸→D-木酮糖-5P	Other carbohydrate metabolism	Carbohydrate metabolism	
M00549	Nucleotide sugar biosynthesis, glucose => UDP-glucose	核糖核苷酸的生物合成,葡萄糖→UDP-葡萄糖	Other carbohydrate metabolism	Carbohydrate metabolism	
M00532	Photorespiration	光呼吸	Other carbohydrate metabolism	Carbohydrate metabolism	
M00373	Ethylmalonyl pathway	乙基丙二酰途径	Other carbohydrate metabolism	Carbohydrate metabolism	
M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate	非磷酸化Entner-Doudoroff途径,葡萄糖酸/半乳糖酸→甘油酸	Central carbohydrate metabolism	Carbohydrate metabolism	
M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	半磷酸化Entner-Doudoroff途径,葡萄糖酸→3-磷酸甘油酸	Central carbohydrate metabolism	Carbohydrate metabolism	
M00307	Pyruvate oxidation, pyruvate => acetyl-CoA	丙酮酸的氧化,丙酮酸→乙酰辅酶A	Central carbohydrate metabolism	Carbohydrate metabolism	
M00132	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate	肌醇磷酸的代谢,Ins(1,3,4)P3→植酸	Other carbohydrate metabolism	Carbohydrate metabolism	
M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	肌醇磷酸的代谢,Ins(1,3,4,5)P4→Ins(1,3,4)P3→肌醇	Other carbohydrate metabolism	Carbohydrate metabolism	
M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	肌醇磷酸的代谢,PI→PIP2→Ins(1,4,5)P3→Ins(1,3,4,5)P4	Other carbohydrate metabolism	Carbohydrate metabolism	
M00081	Pectin degradation	果胶的降解	Other carbohydrate metabolism	Carbohydrate metabolism	
M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	D-葡萄糖醛酸的降解,D-葡萄糖醛酸→丙酮酸+D-甘油醛-3P	Other carbohydrate metabolism	Carbohydrate metabolism	
M00014	Glucuronate pathway (uronate pathway)	葡糖醛酸途径(尿酸途径)	Other carbohydrate metabolism	Carbohydrate metabolism	
M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	马龙酸半醛途径,丙酰辅酶A→乙酰辅酶A	Other carbohydrate metabolism	Carbohydrate metabolism	
M00012	Glyoxylate cycle	甘油酸循环	Other carbohydrate metabolism	Carbohydrate metabolism	
M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	柠檬酸循环,第二个碳的氧化,α-酮戊二酸→草酰乙酸	Central carbohydrate metabolism	Carbohydrate metabolism	
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	柠檬酸循环,第一个碳的氧化,草酰乙酸→α-酮戊二酸	Central carbohydrate metabolism	Carbohydrate metabolism	
M00009	Citrate cycle (TCA cycle, Krebs cycle)	柠檬酸循环(TCA循环,Krebs循环)	Central carbohydrate metabolism	Carbohydrate metabolism	
M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Entner-Doudoroff途径,葡萄糖-6P→甘油醛-3P+丙酮酸	Central carbohydrate metabolism	Carbohydrate metabolism	
M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	戊糖磷酸途径,非氧化阶段,果糖-6P→核糖-5P	Central carbohydrate metabolism	Carbohydrate metabolism	
M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	戊糖磷酸途径,氧化阶段,葡萄糖-6P→核糖-5P	Central carbohydrate metabolism	Carbohydrate metabolism	
M00005	PRPP biosynthesis, ribose 5P => PRPP	PRPP的生物合成,核糖-5P→PRPP	Central carbohydrate metabolism	Carbohydrate metabolism	
M00004	Pentose phosphate pathway (Pentose phosphate cycle)	戊糖磷酸途径(戊糖磷酸循环)	Central carbohydrate metabolism	Carbohydrate metabolism	
M00003	Gluconeogenesis, oxaloacetate => fructose-6P	糖异生,草酰乙酸→果糖-6P	Central carbohydrate metabolism	Carbohydrate metabolism	
M00002	Glycolysis, core module involving three-carbon compounds	糖酵解,涉及三碳化合物的核心模块	Central carbohydrate metabolism	Carbohydrate metabolism	
M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	糖酵解(Embden-Meyerhof途径),葡萄糖→丙酮酸	Central carbohydrate metabolism	Carbohydrate metabolism	
M00934	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II	麦司霉素的生物合成,丙二酰辅酶A+甲基丙二酰辅酶A→原麦司霉素内酯IV→麦司霉素II	Macrolide biosynthesis	Biosynthesis of terpenoids and polyketides	
M00929	Gibberellin A1 biosynthesis, GGPP => GA1	赤霉素A1的生物合成,GGPP→GA1	Plant terpenoid biosynthesis	Biosynthesis of terpenoids and polyketides	
M00928	Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1	赤霉素A4/A1的生物合成,GA12/GA53→GA4/GA1	Plant terpenoid biosynthesis	Biosynthesis of terpenoids and polyketides	
M00927	Gibberellin A12 biosynthesis, GAPP => GA12	赤霉素A12的生物合成,GAPP→GA12	Plant terpenoid biosynthesis	Biosynthesis of terpenoids and polyketides	
M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	C5异戊二烯的生物合成,甲羟戊酸途径,古菌	Terpenoid backbone biosynthesis	Biosynthesis of terpenoids and polyketides	
M00834	Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP	卡利西霉素奥氏酸基团的生物合成,丙二酰辅酶A→奥氏酸-ACP→5-碘-2,3-二甲氧基奥氏酸-ACP	Enediyne biosynthesis	Biosynthesis of terpenoids and polyketides	
M00833	Calicheamicin biosynthesis, calicheamicinone => calicheamicin	卡利西霉素的生物合成,卡利西霉素酮→卡利西霉素	Enediyne biosynthesis	Biosynthesis of terpenoids and polyketides	
M00832	Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP	凯达霉素2-氮杂-3-氯-β-酪氨酸基团的生物合成,氮杂酪氨酸→2-氮杂-3-氯-β-酪氨酰-PCP	Enediyne biosynthesis	Biosynthesis of terpenoids and polyketides	
M00831	Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA	凯达霉素2-羟基萘酸基团的生物合成,丙二酰辅酶A→3,6,8-三羟基-2-萘酸→3-羟基-7,8-二甲氧基-6-异丙氧基-2-萘酰-CoA	Enediyne biosynthesis	Biosynthesis of terpenoids and polyketides	
M00830	Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA	新癌菌素萘酸基团的生物合成,丙二酰辅酶A→2-羟基-5-甲基-1-萘酸→2-羟基-7-甲氧基-5-甲基-1-萘酰-CoA	Enediyne biosynthesis	Biosynthesis of terpenoids and polyketides	
M00829	3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA	3,6-二甲基水杨酰-CoA的生物合成,丙二酰辅酶A→6-甲基水杨酸→3,6-二甲基水杨酰-CoA	Enediyne biosynthesis	Biosynthesis of terpenoids and polyketides	
M00828	Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP	麦杜肽β-羟基酸基团的生物合成,酪氨酸→3-(4-羟基苯基)-3-氧代丙酰-PCP	Enediyne biosynthesis	Biosynthesis of terpenoids and polyketides	
M00827	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP	C-1027β-氨基酸基团的生物合成,酪氨酸→3-氯-4,5-二羟基-β-苯丙氨酰-PCP	Enediyne biosynthesis	Biosynthesis of terpenoids and polyketides	
M00826	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA	C-1027苯恶唑啉基团的生物合成,预苯酸→苯恶唑啉基-CoA	Enediyne biosynthesis	Biosynthesis of terpenoids and polyketides	
M00825	10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core	10元环烯二炔核心的生物合成,丙二酰辅酶A→3-羟基十六碳-4,6,8,10,12,14-六烯酰-ACP→10元环烯二炔核心	Enediyne biosynthesis	Biosynthesis of terpenoids and polyketides	
